"TaxonId"	"Subphylum"	"Order"	"Family"	"Species"	"SciName"	"Author"	"AnalysisTaxon"	"Status.2003"	"URL"	"Occurrence.status"
"8432"	261756	""	""	""	"Nematus lientericus"	"Nematus lientericus"	"Holmgren, 1883"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261756"	"Bofast och reproducerande"
"8433"	261757	""	""	""	"Nematus lindbergi"	"Nematus lindbergi"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261757"	"Bofast och reproducerande"
"8434"	261758	""	""	""	"Nematus nubium"	"Nematus nubium"	"(Benson, 1935)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261758"	"Bofast och reproducerande"
"8435"	261759	""	""	""	"Nematus parviserratus"	"Nematus parviserratus"	"(Lindqvist, 1944)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261759"	"Bofast och reproducerande"
"8436"	261760	""	""	""	"Nematus parvulus"	"Nematus parvulus"	"Holmgren, 1883"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261760"	"Bofast och reproducerande"
"8437"	261761	""	""	""	"Nematus polaris"	"Nematus polaris"	"Holmgren, 1883"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261761"	"Bofast och reproducerande"
"8438"	261762	""	""	""	"Nematus reticulatus"	"Nematus reticulatus"	"Holmgren, 1883"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261762"	"Bofast och reproducerande"
"8439"	261763	""	""	""	"Nematus rutilipes"	"Nematus rutilipes"	"(Lindqvist, 1959)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261763"	"Bofast och reproducerande"
"8440"	261764	""	""	""	"Nematus sordidiapex"	"Nematus sordidiapex"	"(Lindqvist, 1959)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261764"	"Bofast och reproducerande"
"8441"	261765	""	""	""	"Nematus thunebergi"	"Nematus thunebergi"	"(Lindqvist, 1959)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261765"	"Bofast och reproducerande"
"8442"	261766	""	""	""	"Nematus caeruleocarpus"	"Nematus caeruleocarpus"	"Hartig, 1837"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261766"	"Bofast och reproducerande"
"8443"	261767	""	""	""	"Nematus lucidus"	"Nematus lucidus"	"(Panzer, 1801)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261767"	"Bofast och reproducerande"
"8444"	261768	""	""	""	"Nematus princeps"	"Nematus princeps"	"Zaddach, 1876"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261768"	"Bofast och reproducerande"
"8445"	261769	""	""	""	"Nematus vicinus"	"Nematus vicinus"	"Audinet-Serville, 1823"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261769"	"Bofast och reproducerande"
"8446"	261770	""	""	""	"Nematus villosus"	"Nematus villosus"	"Thomson, 1862"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261770"	"Bofast och reproducerande"
"8447"	261771	""	""	""	"Nematus wahlbergi"	"Nematus wahlbergi"	"Thomson, 1871"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261771"	"Bofast och reproducerande"
"8448"	261773	""	""	""	"Nematus absconditus"	"Nematus absconditus"	"(Lindqvist, 1949)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261773"	"Bofast och reproducerande"
"8449"	261774	""	""	""	"Nematus bergmanni"	"Nematus bergmanni"	"Dahlbom, 1835"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261774"	"Bofast och reproducerande"
"8450"	261775	""	""	""	"Nematus bipartitus"	"Nematus bipartitus"	"Audinet-Serville, 1823"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261775"	"Bofast och reproducerande"
"8451"	261776	""	""	""	"Nematus bohemani"	"Nematus bohemani"	"Thomson, 1871"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261776"	"Bofast och reproducerande"
"8452"	261777	""	""	""	"Nematus breviseta"	"Nematus breviseta"	"(Lindqvist, 1949)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261777"	"Bofast och reproducerande"
"8453"	261778	""	""	""	"Nematus brevivalvis"	"Nematus brevivalvis"	"Thomson, 1871"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261778"	"Bofast och reproducerande"
"8454"	261779	""	""	""	"Nematus cadderensis"	"Nematus cadderensis"	"Cameron, 1875"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261779"	"Bofast och reproducerande"
"8455"	261780	""	""	""	"Nematus carelicus"	"Nematus carelicus"	"Helln, 1948"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261780"	"Bofast och reproducerande"
"8456"	261781	""	""	""	"Nematus clavicercus"	"Nematus clavicercus"	"(Lindqvist, 1958)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261781"	"Bofast och reproducerande"
"8457"	261782	""	""	""	"Nematus dispar"	"Nematus dispar"	"Zaddach, 1876"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261782"	"Bofast och reproducerande"
"8458"	261783	""	""	""	"Nematus disparoides"	"Nematus disparoides"	"(Lindqvist, 1969)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261783"	"Bofast och reproducerande"
"8459"	261784	""	""	""	"Nematus distinguendus"	"Nematus distinguendus"	"(Enslin, 1915)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261784"	"Bofast och reproducerande"
"8460"	261785	""	""	""	"Nematus dorsatus"	"Nematus dorsatus"	"Cameron, 1876"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261785"	"Bofast och reproducerande"
"8461"	261786	""	""	""	"Nematus fagi"	"Nematus fagi"	"Zaddach, 1876"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261786"	"Bofast och reproducerande"
"8462"	261787	""	""	""	"Nematus fahraei"	"Nematus fahraei"	"Thomson, 1862"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261787"	"Bofast och reproducerande"
"8463"	261788	""	""	""	"Nematus ferrugineus"	"Nematus ferrugineus"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261788"	"Bofast och reproducerande"
"8464"	261789	""	""	""	"Nematus flavescens"	"Nematus flavescens"	"Stephens, 1835"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261789"	"Bofast och reproducerande"
"8465"	261790	""	""	""	"Nematus frenalis"	"Nematus frenalis"	"Thomson, 1888"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261790"	"Bofast och reproducerande"
"8466"	261791	""	""	""	"Nematus fuscomaculatus"	"Nematus fuscomaculatus"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261791"	"Bofast och reproducerande"
"8467"	261792	""	""	""	"Nematus holmgreni"	"Nematus holmgreni"	"(Lindqvist, 1968)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261792"	"Bofast och reproducerande"
"8468"	261793	""	""	""	"Nematus hypoxanthus"	"Nematus hypoxanthus"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261793"	"Bofast och reproducerande"
"8469"	261794	""	""	""	"Nematus incompletus"	"Nematus incompletus"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261794"	"Bofast och reproducerande"
"8470"	261795	""	""	""	"Nematus jugicola"	"Nematus jugicola"	"Thomson, 18971"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261795"	"Bofast och reproducerande"
"8471"	261796	""	""	""	"Nematus leionotus"	"Nematus leionotus"	"(Benson, 1933)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261796"	"Bofast och reproducerande"
"8472"	261797	""	""	""	"Nematus leptocephalus"	"Nematus leptocephalus"	"Thomson, 1862"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261797"	"Bofast och reproducerande"
"8473"	261798	""	""	""	"Nematus maculifrons"	"Nematus maculifrons"	"(Lindqvist, 1960)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261798"	"Bofast och reproducerande"
"8474"	261799	""	""	""	"Nematus melanocephalus"	"Nematus melanocephalus"	"Hartig, 1837"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261799"	"Bofast och reproducerande"
"8475"	261800	""	""	""	"Nematus microserratus"	"Nematus microserratus"	"(Lindqvist, 1941)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261800"	"Bofast och reproducerande"
"8476"	261801	""	""	""	"Nematus miliaris"	"Nematus miliaris"	"(Panzer, 1797)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261801"	"Bofast och reproducerande"
"8477"	261802	""	""	""	"Nematus monticola"	"Nematus monticola"	"Thomson, 1871"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261802"	"Bofast och reproducerande"
"8478"	261803	""	""	""	"Nematus myosotidis"	"Nematus myosotidis"	"(Fabricius, 1804)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261803"	"Bofast och reproducerande"
"8479"	261804	""	""	""	"Nematus nigricornis"	"Nematus nigricornis"	"Audinet-Serville, 1823"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261804"	"Bofast och reproducerande"
"8480"	261805	""	""	""	"Nematus nitidus"	"Nematus nitidus"	"(Lindqvist, 1969)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261805"	"Bofast och reproducerande"
"8481"	261806	""	""	""	"Nematus oligospilus"	"Nematus oligospilus"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261806"	"Bofast och reproducerande"
"8482"	261807	""	""	""	"Nematus pallens"	"Nematus pallens"	"(Konow, 1903)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261807"	"Bofast och reproducerande"
"8483"	261808	""	""	""	"Nematus papillosus"	"Nematus papillosus"	"(Retzius, 1783)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261808"	"Bofast och reproducerande"
"8484"	261809	""	""	""	"Nematus pavidus"	"Nematus pavidus"	"(Audinet-Serville, 1823)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261809"	"Bofast och reproducerande"
"8485"	261810	""	""	""	"Nematus platystigma"	"Nematus platystigma"	"(Lindqvist, 1949)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261810"	"Bofast och reproducerande"
"8486"	261811	""	""	""	"Nematus poecilonotus"	"Nematus poecilonotus"	"Zaddach, 1876"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261811"	"Bofast och reproducerande"
"8487"	261812	""	""	""	"Nematus pravus"	"Nematus pravus"	"(Konow, 1895)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261812"	"Bofast och reproducerande"
"8488"	261813	""	""	""	"Nematus renei"	"Nematus renei"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261813"	"Bofast och reproducerande"
"8489"	261814	""	""	""	"Nematus respondens"	"Nematus respondens"	"Frster, 1854"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261814"	"Bofast och reproducerande"
"8490"	261816	""	""	""	"Nematus semipunctatus"	"Nematus semipunctatus"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261816"	"Bofast och reproducerande"
"8491"	261817	""	""	""	"Nematus seriepunctatus"	"Nematus seriepunctatus"	"(Malaise, 1921)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261817"	"Bofast och reproducerande"
"8492"	261818	""	""	""	"Nematus spiraeae"	"Nematus spiraeae"	"Zaddach, 1883"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261818"	"Bofast och reproducerande"
"8493"	261819	""	""	""	"Nematus stichi"	"Nematus stichi"	"(Enslin, 1913)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261819"	"Bofast och reproducerande"
"8494"	261820	""	""	""	"Nematus stramineipes"	"Nematus stramineipes"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261820"	"Bofast och reproducerande"
"8495"	261821	""	""	""	"Nematus striatipleuris"	"Nematus striatipleuris"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261821"	"Bofast och reproducerande"
"8496"	261822	""	""	""	"Nematus subflavus"	"Nematus subflavus"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261822"	"Bofast och reproducerande"
"8497"	261823	""	""	""	"Nematus sylvestris"	"Nematus sylvestris"	"Cameron, 1884"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261823"	"Bofast och reproducerande"
"8498"	261824	""	""	""	"Nematus torneensis"	"Nematus torneensis"	"(Malaise, 1920)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261824"	"Bofast och reproducerande"
"8499"	261825	""	""	""	"Nematus truncus"	"Nematus truncus"	"Vikberg, 1982"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261825"	"Bofast och reproducerande"
"8500"	261826	""	""	""	"Nematus umbratus"	"Nematus umbratus"	"Thomson, 1871"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261826"	"Bofast och reproducerande"
"8501"	261827	""	""	""	"Nematus variegatus"	"Nematus variegatus"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261827"	"Bofast och reproducerande"
"8502"	261828	""	""	""	"Nematus verticalis"	"Nematus verticalis"	"(Lindqvist, 1957)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261828"	"Bofast och reproducerande"
"8503"	261829	""	""	""	"Nematus viridis"	"Nematus viridis"	"Stephens, 1835"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261829"	"Bofast och reproducerande"
"8504"	261830	""	""	""	"Nematus viridissimus"	"Nematus viridissimus"	"Mller, 1882"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261830"	"Bofast och reproducerande"
"8505"	6006739	""	""	""	"Nematus tibialis"	"Nematus tibialis"	"Newman, 1837"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/6006739"	"Bofast och reproducerande"
"8506"	261831	""	""	""	"Nematus amaurus"	"Nematus amaurus"	"Vikberg, 1982"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261831"	"Bofast och reproducerande"
"8507"	261832	""	""	""	"Pachynematus pumilio"	"Pachynematus pumilio"	"Konow, 1903"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261832"	"Bofast och reproducerande"
"8508"	261833	""	""	""	"Pachynematus dentatus"	"Pachynematus dentatus"	"Lindqvist, 1937"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261833"	"Bofast och reproducerande"
"8509"	261834	""	""	""	"Pachynematus montanus"	"Pachynematus montanus"	"(Zaddach, 1883)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261834"	"Bofast och reproducerande"
"8510"	261835	""	""	""	"Pachynematus pallescens"	"Pachynematus pallescens"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261835"	"Bofast och reproducerande"
"8511"	261836	""	""	""	"Pachynematus clibrichellus"	"Pachynematus clibrichellus"	"(Cameron, 1878)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261836"	"Bofast och reproducerande"
"8512"	261837	""	""	""	"Pachynematus clitellatus"	"Pachynematus clitellatus"	"(Audinet-Serville, 1823)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261837"	"Bofast och reproducerande"
"8513"	261838	""	""	""	"Pachynematus fallax"	"Pachynematus fallax"	"(Audinet-Serville, 1823)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261838"	"Bofast och reproducerande"
"8514"	261839	""	""	""	"Pachynematus lichtwardti"	"Pachynematus lichtwardti"	"Konow, 1903"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261839"	"Bofast och reproducerande"
"8515"	261840	""	""	""	"Pachynematus moerens"	"Pachynematus moerens"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261840"	"Bofast och reproducerande"
"8516"	261841	""	""	""	"Pachynematus obductus"	"Pachynematus obductus"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261841"	"Bofast och reproducerande"
"8517"	261842	""	""	""	"Pachynematus smithae"	"Pachynematus smithae"	"Ross, 1945"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261842"	"Bofast och reproducerande"
"8518"	261843	""	""	""	"Pachynematus vagus"	"Pachynematus vagus"	"(Fabricius, 1781)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261843"	"Bofast och reproducerande"
"8519"	261844	""	""	""	"Pachynematus acutiventris"	"Pachynematus acutiventris"	"(Helln, 1948)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261844"	"Bofast och reproducerande"
"8520"	261845	""	""	""	"Pachynematus albipennis"	"Pachynematus albipennis"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261845"	"Bofast och reproducerande"
"8521"	261846	""	""	""	"Pachynematus albiventris"	"Pachynematus albiventris"	"Lindqvist, 1958"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261846"	"Bofast och reproducerande"
"8522"	261847	""	""	""	"Pachynematus annulatus"	"Pachynematus annulatus"	"(Glimmerthal, 1834)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261847"	"Bofast och reproducerande"
"8523"	261848	""	""	""	"Pachynematus excisus"	"Pachynematus excisus"	"(Thomson, 1862)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261848"	"Bofast och reproducerande"
"8524"	261849	""	""	""	"Pachynematus inopinatus"	"Pachynematus inopinatus"	"Lindqvist, 1949"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261849"	"Bofast och reproducerande"
"8525"	261850	""	""	""	"Pachynematus parvilabris"	"Pachynematus parvilabris"	"(Thomson, 1862)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261850"	"Bofast och reproducerande"
"8526"	261851	""	""	""	"Pachynematus punctifrons"	"Pachynematus punctifrons"	"Malaise, 1921"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261851"	"Bofast och reproducerande"
"8527"	261852	""	""	""	"Pachynematus extensicornis"	"Pachynematus extensicornis"	"Norton, 1861"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261852"	"Bofast och reproducerande"
"8528"	261853	""	""	""	"Phyllocolpa acutiserra"	"Phyllocolpa acutiserra"	"(Lindqvist, 1949)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261853"	"Bofast och reproducerande"
"8529"	261854	""	""	""	"Phyllocolpa alienata"	"Phyllocolpa alienata"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261854"	"Bofast och reproducerande"
"8530"	261855	""	""	""	"Phyllocolpa anomaloptera"	"Phyllocolpa anomaloptera"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261855"	"Bofast och reproducerande"
"8531"	261856	""	""	""	"Phyllocolpa crassispina"	"Phyllocolpa crassispina"	"(Thomson, 1871)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261856"	"Bofast och reproducerande"
"8532"	261857	""	""	""	"Phyllocolpa excavata"	"Phyllocolpa excavata"	"(Marlatt, 1896)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261857"	"Bofast och reproducerande"
"8533"	261858	""	""	""	"Phyllocolpa leucaspis"	"Phyllocolpa leucaspis"	"(Tischbein, 1846)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261858"	"Bofast och reproducerande"
"8534"	261859	""	""	""	"Phyllocolpa leucosticta"	"Phyllocolpa leucosticta"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261859"	"Bofast och reproducerande"
"8535"	261860	""	""	""	"Phyllocolpa oblita"	"Phyllocolpa oblita"	"(Audinet-Serville, 1823)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261860"	"Bofast och reproducerande"
"8536"	261861	""	""	""	"Phyllocolpa piliserra"	"Phyllocolpa piliserra"	"(Thomson, 1862)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261861"	"Bofast och reproducerande"
"8537"	261862	""	""	""	"Phyllocolpa purpureae"	"Phyllocolpa purpureae"	"(Cameron, 1884)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261862"	"Bofast och reproducerande"
"8538"	261863	""	""	""	"Phyllocolpa scotaspis"	"Phyllocolpa scotaspis"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261863"	"Bofast och reproducerande"
"8539"	261864	""	""	""	"Phyllocolpa tuberculata"	"Phyllocolpa tuberculata"	"(Benson, 1953)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261864"	"Bofast och reproducerande"
"8540"	261865	""	""	""	"Pikonema insigne"	"Pikonema insigne"	"(Hartig, 1840)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261865"	"Bofast och reproducerande"
"8541"	261866	""	""	""	"Pikonema scutellatum"	"Pikonema scutellatum"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261866"	"Bofast och reproducerande"
"8542"	261867	""	""	""	"Platycampus luridiventris"	"Platycampus luridiventris"	"(Falln, 1808)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261867"	"Bofast och reproducerande"
"8543"	261868	""	""	""	"Pontania aquilonis"	"Pontania aquilonis"	"Benson, 1941"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261868"	"Bofast och reproducerande"
"8544"	261869	""	""	""	"Pontania arcticornis"	"Pontania arcticornis"	"Konow, 1904"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261869"	"Bofast och reproducerande"
"8545"	261870	""	""	""	"Pontania collactanea"	"Pontania collactanea"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261870"	"Bofast och reproducerande"
"8546"	261872	""	""	"at the time as Pontania lapponica, a junior synonym"	"Pontania crassipes"	"Pontania crassipes"	"(Thomson, 1871)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261872"	"Bofast och reproducerande"
"8547"	261873	""	""	""	"Pontania glabrifrons"	"Pontania glabrifrons"	"Benson, 1960"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261873"	"Bofast och reproducerande"
"8548"	261874	""	""	""	"Pontania hastatae"	"Pontania hastatae"	"Vikberg, 1970"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261874"	"Bofast och reproducerande"
"8549"	261875	""	""	""	"Pontania herbaceae"	"Pontania herbaceae"	"(Cameron, 1876)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261875"	"Bofast och reproducerande"
"8550"	261876	""	""	""	"Pontania nivalis"	"Pontania nivalis"	"Vikberg, 1970"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261876"	"Bofast och reproducerande"
"8551"	261877	""	""	""	"Pontania pedunculi"	"Pontania pedunculi"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261877"	"Bofast och reproducerande"
"8552"	261878	""	""	""	"Pontania pustulator"	"Pontania pustulator"	"Forsius, 1923"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261878"	"Bofast och reproducerande"
"8553"	261879	""	""	""	"Pontania reticulatae"	"Pontania reticulatae"	"Malaise, 1920"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261879"	"Bofast och reproducerande"
"8554"	261880	""	""	""	"Pontania saliscinereae"	"Pontania saliscinereae"	"(Retzius, 1783)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261880"	"Bofast och reproducerande"
"8555"	261881	""	""	""	"Pontania samolad"	"Pontania samolad"	"Malaise, 1920"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261881"	"Bofast och reproducerande"
"8556"	261882	""	""	""	"Pontania vesicator"	"Pontania vesicator"	"(Bremi-Wolf, 1849)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261882"	"Bofast och reproducerande"
"8557"	261883	""	""	""	"Pontania viminalis"	"Pontania viminalis"	"(Linnaeus, 1758)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261883"	"Bofast och reproducerande"
"8558"	261884	""	""	""	"Pontania bridgmanii"	"Pontania bridgmanii"	"(Cameron, 1883)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261884"	"Bofast och reproducerande"
"8559"	261885	""	""	""	"Pontania dolichura"	"Pontania dolichura"	"(Thomson, 1871)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261885"	"Bofast och reproducerande"
"8560"	261886	""	""	""	"Pontania nigricantis"	"Pontania nigricantis"	"Kopelke, 1986"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261886"	"Bofast och reproducerande"
"8561"	261887	""	""	""	"Pontania proxima"	"Pontania proxima"	"(Audinet-Serville, 1823)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261887"	"Bofast och reproducerande"
"8562"	6006796	""	""	""	"Pontania triandrae"	"Pontania triandrae"	"Benson, 1941"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/6006796"	"Bofast och reproducerande"
"8563"	261888	""	""	""	"Pristiphora biscalis"	"Pristiphora biscalis"	"(Frster, 1854)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261888"	"Bofast och reproducerande"
"8564"	261889	""	""	""	"Pristiphora maesta"	"Pristiphora maesta"	"(Zaddach, 1876)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261889"	"Bofast och reproducerande"
"8565"	261890	""	""	""	"Pristiphora retusa"	"Pristiphora retusa"	"(Thomson, 1871)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261890"	"Bofast och reproducerande"
"8566"	261891	""	""	""	"Pristiphora abietina"	"Pristiphora abietina"	"Christ, 1791"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261891"	"Bofast och reproducerande"
"8567"	261892	""	""	""	"Pristiphora compressa"	"Pristiphora compressa"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261892"	"Bofast och reproducerande"
"8568"	261893	""	""	""	"Pristiphora decipiens"	"Pristiphora decipiens"	"(Enslin, 1916)"	"Symphyta"	"absent"	"https://www.dyntaxa.se/taxon/info/261893"	"Oskert om ptrffad"
"8569"	261894	""	""	""	"Pristiphora erichsonii"	"Pristiphora erichsonii"	"(Hartig, 1837)"	"Symphyta"	"present"	"https://www.dyntaxa.se/taxon/info/261894"	"Bofast och reproducerande"
