"EventID" "TrapID" "StartDate" "EndDate" "Sampling.period..days." "NA."
"459" 1666 16 "2005-05-28" "2005-07-05" 38 NA
"460" 1667 16 "2005-07-05" "2005-07-19" 14 NA
"461" 1668 16 "2005-07-19" "2005-08-02" 14 NA
"462" 1669 16 "2005-08-02" "2005-08-23" 21 NA
"463" 1670 16 "2005-08-23" "2006-04-24" 244 NA
"464" 270 17 "2003-06-24" "2003-07-08" 14 NA
"465" 271 17 "2003-07-08" "2003-07-19" 11 NA
"466" 272 17 "2003-07-19" "2003-08-12" 24 NA
"467" 273 17 "2003-08-12" "2003-08-23" 11 NA
"468" 274 17 "2003-08-23" "2003-09-10" 18 NA
"469" 275 17 "2003-09-10" "2003-09-24" 14 NA
"470" 276 17 "2003-09-24" "2003-10-07" 13 NA
"471" 277 17 "2003-10-07" "2003-10-22" 15 NA
"472" 278 17 "2003-10-22" "2003-11-14" 23 NA
"473" 279 17 "2003-11-14" "2003-12-20" 36 NA
"474" 280 17 "2003-12-20" "2003-12-28" 8 NA
"475" 423 17 "2003-12-28" "2004-02-02" 36 NA
"476" 424 17 "2004-02-02" "2004-02-21" 19 NA
"477" 425 17 "2004-02-21" "2004-03-27" 35 NA
"478" 426 17 "2004-03-27" "2004-04-13" 17 NA
"479" 427 17 "2004-04-13" "2004-04-28" 15 NA
"480" 428 17 "2004-04-28" "2004-05-19" 21 NA
"481" 966 17 "2004-05-19" "2004-06-10" 22 NA
"482" 967 17 "2004-06-10" "2004-07-13" 33 NA
"483" 968 17 "2004-07-13" "2004-08-20" 38 NA
"484" 969 17 "2004-08-20" "2004-10-10" 51 NA
"485" 970 17 "2004-10-10" "2004-10-25" 15 NA
"486" 971 17 "2004-10-25" "2004-11-16" 22 NA
"487" 972 17 "2004-11-16" "2004-12-06" 20 NA
"488" 973 17 "2004-12-06" "2004-12-23" 17 NA
"489" 974 17 "2004-12-23" "2005-03-01" 68 NA
"490" 1512 17 "2005-03-01" "2005-04-15" 45 NA
"491" 1513 17 "2005-04-15" "2005-05-31" 46 NA
"492" 1514 17 "2005-05-31" "2005-06-15" 15 NA
"493" 1515 17 "2005-06-15" "2005-07-01" 16 NA
"494" 1516 17 "2005-07-01" "2005-07-17" 16 NA
"495" 1517 17 "2005-07-17" "2005-08-31" 45 NA
"496" 1518 17 "2005-08-31" "2005-09-13" 13 NA
"497" 1519 17 "2005-09-13" "2005-10-04" 21 NA
"498" 1520 17 "2005-10-04" "2005-11-22" 49 NA
"499" 1521 17 "2005-11-22" "2006-03-18" 116 NA
"500" 1522 17 "2006-03-18" "2006-05-10" 53 NA
"501" 66 18 "2003-06-25" "2003-07-06" 11 NA
"502" 67 18 "2003-07-06" "2003-07-11" 5 NA
"503" 68 18 "2003-07-11" "2003-07-17" 6 NA
"504" 72 18 "2003-07-17" "2003-07-23" 6 NA
"505" 73 18 "2003-07-23" "2003-07-29" 6 NA
"506" 74 18 "2003-07-29" "2003-08-04" 6 NA
"507" 75 18 "2003-08-04" "2003-08-10" 6 NA
"508" 91 18 "2003-08-10" "2003-08-16" 6 NA
"509" 92 18 "2003-08-16" "2003-08-22" 6 NA
"510" 93 18 "2003-08-22" "2003-08-28" 6 NA
"511" 94 18 "2003-08-28" "2003-09-10" 13 NA
"512" 95 18 "2003-09-10" "2003-09-20" 10 NA
"513" 96 18 "2003-09-20" "2003-09-30" 10 NA
"514" 97 18 "2003-09-30" "2003-10-15" 15 NA
"515" 98 18 "2003-10-15" "2003-10-30" 15 NA
"516" 228 18 "2003-10-30" "2003-11-15" 16 NA
"517" 229 18 "2003-11-15" "2003-11-30" 15 NA
"518" 230 18 "2003-11-30" "2003-12-15" 15 NA
"519" 231 18 "2003-12-15" "2003-12-30" 15 NA
"520" 232 18 "2003-12-30" "2004-01-15" 16 NA
"521" 329 18 "2004-01-15" "2004-02-15" 31 NA
"522" 330 18 "2004-02-15" "2004-03-15" 29 NA
"523" 331 18 "2004-03-15" "2004-03-30" 15 NA
"524" 332 18 "2004-03-30" "2004-04-10" 11 NA
"525" 333 18 "2004-04-10" "2004-04-18" 8 NA
"526" 334 18 "2004-04-18" "2004-04-30" 12 NA
"527" 335 18 "2004-04-30" "2004-05-10" 10 NA
"528" 336 18 "2004-05-10" "2004-05-20" 10 NA
"529" 337 18 "2004-05-20" "2004-05-30" 10 NA
"530" 338 18 "2004-05-30" "2004-06-10" 11 NA
"531" 339 18 "2004-06-10" "2004-06-20" 10 NA
"532" 340 18 "2004-06-20" "2004-06-30" 10 NA
"533" 341 18 "2004-06-30" "2004-07-10" 10 NA
"534" 342 18 "2004-07-10" "2004-07-20" 10 NA
"535" 343 18 "2004-07-20" "2004-07-30" 10 NA
"536" 344 18 "2004-07-30" "2004-08-10" 11 NA
"537" 345 18 "2004-08-10" "2004-08-20" 10 NA
"538" 346 18 "2004-08-20" "2004-08-30" 10 NA
"539" 729 18 "2004-08-30" "2004-09-10" 11 NA
"540" 730 18 "2004-09-10" "2004-09-20" 10 NA
"541" 731 18 "2004-09-20" "2004-09-30" 10 NA
"542" 732 18 "2004-09-30" "2004-10-15" 15 NA
"543" 733 18 "2004-10-15" "2004-10-30" 15 NA
"544" 2107 18 "2004-10-30" "2004-11-15" 16 NA
"545" 5016 18 "2004-11-15" "2004-12-07" 22 NA
"546" 1024 18 "2004-12-07" "2005-02-12" 67 NA
"547" 1025 18 "2005-02-12" "2005-04-11" 58 NA
"548" 1026 18 "2005-04-11" "2005-04-19" 8 NA
"549" 233 20 "2003-06-25" "2003-07-20" 25 NA
"550" 234 20 "2003-07-20" "2003-08-12" 23 NA
"551" 235 20 "2003-08-12" "2003-09-01" 20 NA
"552" 236 20 "2003-09-01" "2003-10-05" 34 NA
"553" 237 20 "2003-10-05" "2003-10-26" 21 NA
"554" 975 20 "2003-10-26" "2003-12-16" 51 NA
"555" 976 20 "2003-12-16" "2004-04-01" 107 NA
"556" 977 20 "2004-04-01" "2004-04-29" 28 NA
"557" 978 20 "2004-04-29" "2004-05-27" 28 NA
"558" 979 20 "2004-05-27" "2004-06-11" 15 NA
"559" 980 20 "2004-06-11" "2004-06-26" 15 NA
"560" 981 20 "2004-06-26" "2004-07-28" 32 NA
"561" 982 20 "2004-07-28" "2004-08-24" 27 NA
"562" 983 20 "2004-08-24" "2004-10-20" 57 NA
"563" 984 20 "2004-10-20" "2004-11-14" 25 NA
"564" 1493 20 "2004-11-14" "2005-03-31" 137 NA
"565" 1494 20 "2005-03-31" "2005-05-09" 39 NA
"566" 1495 20 "2005-05-09" "2005-06-03" 25 NA
"567" 1496 20 "2005-06-03" "2005-06-26" 23 NA
"568" 1497 20 "2005-06-26" "2005-07-05" 9 NA
"569" 1498 20 "2005-07-05" "2005-08-02" 28 NA
"570" 1499 20 "2005-08-02" "2005-09-10" 39 NA
"571" 1500 20 "2005-09-10" "2005-10-31" 51 NA
"572" 1501 20 "2005-10-31" "2005-12-30" 60 NA
"573" 238 21 "2003-06-25" "2003-07-24" 29 NA
"574" 239 21 "2003-07-24" "2003-08-01" 8 NA
"575" 240 21 "2003-08-01" "2003-08-25" 24 NA
"576" 241 21 "2003-08-25" "2003-09-04" 10 NA
"577" 242 21 "2003-09-04" "2003-10-01" 27 NA
"578" 243 21 "2003-10-01" "2003-10-20" 19 NA
"579" 985 21 "2003-10-20" "2003-12-11" 52 NA
"580" 986 21 "2003-12-11" "2004-03-23" 103 NA
"581" 987 21 "2004-03-23" "2004-04-14" 22 NA
"582" 988 21 "2004-04-14" "2004-04-30" 16 NA
"583" 989 21 "2004-04-30" "2004-05-19" 19 NA
"584" 990 21 "2004-05-19" "2004-05-27" 8 NA
"585" 991 21 "2004-05-27" "2004-06-07" 11 NA
"586" 992 21 "2004-06-07" "2004-06-23" 16 NA
"587" 993 21 "2004-06-23" "2004-07-26" 33 NA
"588" 994 21 "2004-07-26" "2004-08-20" 25 NA
"589" 995 21 "2004-08-20" "2004-09-17" 28 NA
"590" 996 21 "2004-09-17" "2004-11-30" 74 NA
"591" 997 21 "2004-11-30" "2005-01-10" 41 NA
"592" 1502 21 "2005-01-10" "2005-04-07" 87 NA
"593" 1503 21 "2005-04-07" "2005-05-09" 32 NA
"594" 1504 21 "2005-05-09" "2005-06-02" 24 NA
"595" 1505 21 "2005-06-02" "2005-06-22" 20 NA
"596" 1506 21 "2005-06-22" "2005-07-01" 9 NA
"597" 1507 21 "2005-07-01" "2005-07-01" 0 NA
"598" 1508 21 "2005-08-01" "2005-08-26" 25 NA
"599" 1509 21 "2005-08-26" "2005-10-17" 52 NA
"600" 2007 21 "2005-10-17" "2005-12-31" 75 NA
"601" 244 22 "2003-06-25" "2003-07-13" 18 NA
"602" 245 22 "2003-07-13" "2003-07-17" 4 NA
"603" 246 22 "2003-07-17" "2003-08-07" 21 NA
"604" 247 22 "2003-08-07" "2003-08-18" 11 NA
"605" 248 22 "2003-08-18" "2003-08-31" 13 NA
"606" 249 22 "2003-08-31" "2003-09-12" 12 NA
"607" 250 22 "2003-09-12" "2003-10-08" 26 NA
"608" 251 22 "2003-10-08" "2003-11-04" 27 NA
"609" 252 22 "2003-11-04" "2003-11-25" 21 NA
"610" 281 22 "2003-11-25" "2003-12-31" 36 NA
"611" 771 22 "2003-12-31" "2004-02-01" 32 NA
"612" 772 22 "2004-02-01" "2004-03-01" 29 NA
"613" 773 22 "2004-03-01" "2004-03-30" 29 NA
"614" 774 22 "2004-03-30" "2004-05-01" 32 NA
"615" 775 22 "2004-05-01" "2004-06-01" 31 NA
"616" 776 22 "2004-06-01" "2004-06-23" 22 NA
"617" 777 22 "2004-06-23" "2004-07-18" 25 NA
"618" 778 22 "2004-07-18" "2004-08-01" 14 NA
"619" 779 22 "2004-08-01" "2004-08-23" 22 NA
"620" 780 22 "2004-08-23" "2004-09-18" 26 NA
"621" 781 22 "2004-09-18" "2004-10-24" 36 NA
"622" 782 22 "2004-10-24" "2004-12-01" 38 NA
"623" 783 22 "2004-12-01" "2005-01-03" 33 NA
"624" 836 22 "2005-01-03" "2005-02-01" 29 NA
"625" 837 22 "2005-02-02" "2005-03-01" 27 NA
"626" 838 22 "2005-03-01" "2005-04-01" 31 NA
"627" 839 22 "2005-04-01" "2005-04-25" 24 NA
"628" 840 22 "2005-04-25" "2005-05-20" 25 NA
"629" 1312 22 "2005-05-20" "2005-06-01" 12 NA
"630" 1313 22 "2005-06-01" "2005-06-15" 14 NA
"631" 1314 22 "2005-06-15" "2005-06-29" 14 NA
"632" 1315 22 "2005-06-29" "2005-07-18" 19 NA
"633" 1316 22 "2005-07-18" "2005-08-01" 14 NA
"634" 1363 22 "2005-08-01" "2005-08-19" 18 NA
"635" 1364 22 "2005-08-19" "2005-09-12" 24 NA
"636" 1365 22 "2005-09-12" "2005-10-03" 21 NA
"637" 1390 22 "2005-10-03" "2005-10-29" 26 NA
"638" 1427 22 "2005-10-29" "2005-12-01" 33 NA
"639" 1457 22 "2005-12-01" "2006-01-04" 34 NA
"640" 1481 22 "2006-01-04" "2006-04-04" 90 NA
"641" 1566 22 "2006-04-04" "2006-05-20" 46 NA
"642" 1725 22 "2006-05-20" "2006-06-28" 39 NA
"643" 1729 22 "2006-06-28" "2006-07-03" 5 NA
"644" 1730 22 "2006-07-03" "2006-07-20" 17 NA
"645" 1731 22 "2006-07-20" "2006-08-15" 26 NA
"646" 1829 22 "2006-08-15" "2006-09-06" 22 NA
"647" 430 23 "2003-06-26" "2003-07-10" 14 NA
"648" 431 23 "2003-07-10" "2003-07-24" 14 NA
"649" 432 23 "2003-07-24" "2003-08-07" 14 NA
"650" 433 23 "2003-08-07" "2003-08-21" 14 NA
"651" 434 23 "2003-08-21" "2003-09-04" 14 NA
"652" 435 23 "2003-09-04" "2003-09-18" 14 NA
"653" 436 23 "2003-09-18" "2003-10-02" 14 NA
"654" 437 23 "2003-10-02" "2003-10-16" 14 NA
"655" 438 23 "2003-10-16" "2003-10-30" 14 NA
"656" 439 23 "2003-10-30" "2003-11-13" 14 NA
"657" 440 23 "2003-11-13" "2003-11-27" 14 NA
"658" 441 23 "2003-11-27" "2003-12-11" 14 NA
"659" 442 23 "2003-12-11" "2004-01-13" 33 NA
"660" 443 23 "2004-01-13" "2004-02-13" 31 NA
"661" 444 23 "2004-02-13" "2004-03-11" 27 NA
"662" 445 23 "2004-03-11" "2004-04-08" 28 NA
"663" 446 23 "2004-04-08" "2004-04-22" 14 NA
"664" 447 23 "2004-04-22" "2004-05-06" 14 NA
"665" 448 23 "2004-05-06" "2004-05-20" 14 NA
"666" 449 23 "2004-05-20" "2004-06-03" 14 NA
"667" 1009 23 "2004-06-03" "2004-06-18" 15 NA
"668" 1010 23 "2004-06-18" "2004-07-02" 14 NA
"669" 5000 23 "2004-07-02" "2004-07-15" 13 NA
"670" 1011 23 "2004-07-15" "2004-07-29" 14 NA
"671" 1012 23 "2004-07-29" "2004-08-12" 14 NA
"672" 1013 23 "2004-08-12" "2004-08-27" 15 NA
"673" 1014 23 "2004-08-27" "2004-09-09" 13 NA
"674" 1015 23 "2004-09-09" "2004-09-15" 6 NA
"675" 1016 23 "2004-09-15" "2004-09-23" 8 NA
"676" 1017 23 "2004-09-23" "2004-10-07" 14 NA
"677" 1018 23 "2004-10-07" "2004-10-22" 15 NA
"678" 1019 23 "2004-10-22" "2004-11-03" 12 NA
"679" 1020 23 "2004-11-03" "2004-11-17" 14 NA
"680" 1021 23 "2004-11-17" "2004-12-02" 15 NA
"681" 1022 23 "2004-12-02" "2004-12-16" 14 NA
"682" 1023 23 "2004-12-16" "2004-12-30" 14 NA
"683" 1307 23 "2004-12-30" "2005-01-27" 28 NA
"684" 1400 23 "2005-01-27" "2005-02-26" 30 NA
"685" 1401 23 "2005-02-26" "2005-03-24" 26 NA
"686" 1402 23 "2005-03-24" "2005-04-07" 14 NA
"687" 1403 23 "2005-04-07" "2005-04-21" 14 NA
"688" 1404 23 "2005-04-21" "2005-05-05" 14 NA
"689" 1405 23 "2005-05-05" "2005-05-19" 14 NA
"690" 1406 23 "2005-05-19" "2005-06-02" 14 NA
"691" 1407 23 "2005-06-02" "2005-06-16" 14 NA
"692" 1408 23 "2005-06-16" "2005-06-30" 14 NA
"693" 1409 23 "2005-06-30" "2005-07-14" 14 NA
"694" 1410 23 "2005-07-14" "2005-07-28" 14 NA
"695" 1411 23 "2005-07-28" "2005-08-11" 14 NA
"696" 1412 23 "2005-08-11" "2005-08-25" 14 NA
"697" 1413 23 "2005-08-25" "2005-09-08" 14 NA
"698" 1414 23 "2005-09-08" "2005-09-22" 14 NA
"699" 1415 23 "2005-09-22" "2005-10-06" 14 NA
"700" 1416 23 "2005-10-06" "2005-10-21" 15 NA
"701" 1476 23 "2005-10-21" "2005-11-03" 13 NA
"702" 1477 23 "2005-11-03" "2005-11-17" 14 NA
"703" 1478 23 "2005-11-17" "2005-12-01" 14 NA
"704" 1479 23 "2005-12-01" "2005-12-15" 14 NA
"705" 1480 23 "2005-12-15" "2005-12-28" 13 NA
"706" 816 24 "2003-06-26" "2003-07-15" 19 NA
"707" 817 24 "2003-07-15" "2003-08-01" 17 NA
"708" 818 24 "2003-08-01" "2003-08-18" 17 NA
"709" 819 24 "2003-08-18" "2003-09-13" 26 NA
"710" 820 24 "2003-09-13" "2003-12-10" 88 NA
"711" 821 24 "2003-12-10" "2004-03-25" 106 NA
"712" 822 24 "2004-03-25" "2004-05-06" 42 NA
"713" 823 24 "2004-05-06" "2004-05-19" 13 NA
"714" 1308 24 "2004-05-19" "2004-06-27" 39 NA
"715" 1309 24 "2004-06-27" "2004-07-22" 25 NA
"716" 1310 24 "2004-07-22" "2004-09-25" 65 NA
"717" 1311 24 "2004-09-25" "38371" 116 NA
"718" 1671 24 "38371" "2005-04-30" 101 NA
"719" 1672 24 "2005-04-30" "2005-05-31" 31 NA
"720" 1673 24 "2005-05-31" "2005-07-20" 50 NA
"721" 1674 24 "2005-07-20" "2005-09-05" 47 NA
"722" 2103 24 "2005-09-05" "2005-10-30" 55 NA
"723" 1675 24 "2005-10-30" "2006-04-15" 167 NA
"724" 1676 24 "2006-04-15" "2006-05-07" 22 NA
"725" 450 25 "2003-06-29" "2003-07-22" 23 NA
"726" 451 25 "2003-07-22" "2003-08-12" 21 NA
"727" 452 25 "2003-08-12" "2003-09-06" 25 NA
"728" 453 25 "2003-09-06" "2003-10-03" 27 NA
"729" 454 25 "2003-10-03" "2003-11-18" 46 NA
"730" 455 26 "2003-07-07" "2003-07-16" 9 NA
"731" 456 26 "2003-07-16" "2003-07-27" 11 NA
"732" 457 26 "2003-07-27" "2003-08-07" 11 NA
"733" 458 26 "2003-08-07" "2003-08-23" 16 NA
"734" 459 26 "2003-08-23" "2003-10-03" 41 NA
"735" 460 26 "2003-10-03" "2003-10-25" 22 NA
"736" 461 26 "2003-10-25" "2003-12-01" 37 NA
"737" 462 26 "2003-12-01" "2004-01-11" 41 NA
"738" 463 26 "2004-01-11" "2004-03-09" 58 NA
"739" 464 26 "2004-03-09" "2004-03-24" 15 NA
"740" 465 26 "2004-03-24" "2004-05-11" 48 NA
"741" 1677 26 "2004-05-11" "2004-06-05" 25 NA
"742" 1678 26 "2004-06-05" "2004-06-16" 11 NA
"743" 1679 26 "2004-06-16" "2004-07-05" 19 NA
"744" 1680 26 "2004-07-05" "2004-07-15" 10 NA
"745" 1681 26 "2004-07-15" "2004-07-28" 13 NA
"746" 2110 26 "2004-07-28" "2004-08-13" 16 NA
"747" 1682 26 "2004-08-13" "2004-08-17" 4 NA
"748" 1683 26 "2004-08-17" "2004-08-26" 9 NA
"749" 1684 26 "2004-08-26" "2004-10-10" 45 NA
"750" 1685 26 "2004-10-10" "2004-11-07" 28 NA
"751" 1686 26 "2004-11-07" "2005-01-17" 71 NA
"752" 1687 26 "2005-01-17" "2005-04-12" 85 NA
"753" 1688 26 "2005-04-12" "2005-05-05" 23 NA
"754" 1689 26 "2005-05-05" "2005-05-27" 22 NA
"755" 1690 26 "2005-05-27" "2005-06-26" 30 NA
"756" 1691 26 "2005-06-26" "2005-07-19" 23 NA
"757" 1692 26 "2005-07-19" "2005-08-18" 30 NA
"758" 1693 26 "2005-08-18" "2005-09-12" 25 NA
"759" 1694 26 "2005-09-12" "2005-11-16" 65 NA
"760" 1695 26 "2005-11-16" "2006-03-23" 127 NA
"761" 466 27 "2003-07-07" "2003-07-21" 14 NA
"762" 467 27 "2003-07-21" "2003-08-04" 14 NA
"763" 468 27 "2003-08-04" "2003-08-18" 14 NA
"764" 469 27 "2003-08-18" "2003-09-01" 14 NA
"765" 470 27 "2003-09-01" "2003-09-15" 14 NA
"766" 471 27 "2003-09-15" "2003-09-29" 14 NA
"767" 472 27 "2003-09-29" "2003-10-12" 13 NA
"768" 473 27 "2003-10-12" "2003-10-27" 15 NA
"769" 474 27 "2003-10-27" "2003-11-10" 14 NA
"770" 475 27 "2003-11-10" "2003-11-24" 14 NA
"771" 476 27 "2003-11-24" "2004-01-05" 42 NA
"772" 477 27 "2004-01-05" "2004-01-25" 20 NA
"773" 478 27 "2004-01-25" "2004-02-09" 15 NA
"774" 479 27 "2004-02-09" "2004-02-16" 7 NA
"775" 480 27 "2004-02-16" "2004-03-01" 14 NA
"776" 481 27 "2004-03-01" "2004-03-15" 14 NA
"777" 482 27 "2004-03-15" "2004-03-29" 14 NA
"778" 483 27 "2004-03-29" "2004-04-19" 21 NA
"779" 484 27 "2004-04-19" "2004-05-03" 14 NA
"780" 485 27 "2004-05-03" "2004-05-17" 14 NA
"781" 486 27 "2004-05-17" "2004-06-02" 16 NA
"782" 487 27 "2004-06-02" "2004-06-16" 14 NA
"783" 1033 27 "2004-06-16" "2004-07-01" 15 NA
"784" 1034 27 "2004-07-01" "2004-07-20" 19 NA
"785" 1035 27 "2004-07-20" "2004-08-03" 14 NA
"786" 1036 27 "2004-08-03" "2004-08-23" 20 NA
"787" 1037 27 "2004-08-23" "2004-09-06" 14 NA
"788" 1038 27 "2004-09-06" "2004-09-20" 14 NA
"789" 1039 27 "2004-09-20" "2004-10-04" 14 NA
"790" 1040 27 "2004-10-04" "2004-10-18" 14 NA
"791" 1041 27 "2004-10-18" "2004-11-05" 18 NA
"792" 1042 27 "2004-11-05" "2004-12-20" 45 NA
"793" 1043 27 "2004-12-20" "2005-01-14" 25 NA
"794" 1044 27 "2005-01-14" "2005-01-31" 17 NA
"795" 1045 27 "2005-01-31" "2005-02-18" 18 NA
"796" 1046 27 "2005-02-18" "2005-03-04" 14 NA
"797" 1696 27 "2005-03-04" "2005-04-04" 31 NA
"798" 1697 27 "2005-04-04" "2005-04-11" 7 NA
"799" 1698 27 "2005-04-11" "2005-04-25" 14 NA
"800" 1699 27 "2005-04-25" "2005-05-09" 14 NA
"801" 1700 27 "2005-05-09" "2005-05-26" 17 NA
"802" 1701 27 "2005-05-26" "2005-06-13" 18 NA
"803" 1702 27 "2005-06-13" "2005-06-27" 14 NA
"804" 1703 27 "2005-06-27" "2005-07-17" 20 NA
"805" 1704 27 "2005-07-17" "2005-08-08" 22 NA
"806" 1705 27 "2005-08-08" "2005-08-22" 14 NA
"807" 1706 27 "2005-08-22" "2005-09-06" 15 NA
"808" 1707 27 "2005-09-06" "2005-09-21" 15 NA
"809" 1708 27 "2005-09-21" "2005-10-04" 13 NA
"810" 1709 27 "2005-10-04" "2005-10-28" 24 NA
"811" 1710 27 "2005-10-28" "2005-11-15" 18 NA
"812" 1711 27 "2005-11-15" "2005-12-07" 22 NA
"813" 1712 27 "2005-12-07" "2006-01-26" 50 NA
"814" 1713 27 "2006-01-26" "2006-03-07" 40 NA
"815" 1714 27 "2006-03-07" "2006-04-18" 42 NA
"816" 1715 27 "2006-04-18" "2006-05-11" 23 NA
"817" 488 28 "2003-07-08" "2003-07-18" 10 NA
"818" 489 28 "2003-07-18" "2003-08-03" 16 NA
"819" 490 28 "2003-08-03" "2003-08-17" 14 NA
"820" 491 28 "2003-08-17" "2003-09-07" 21 NA
"821" 492 28 "2003-09-07" "2003-09-28" 21 NA
"822" 493 28 "2003-09-28" "2003-10-19" 21 NA
"823" 494 28 "2003-10-19" "2003-12-07" 49 NA
"824" 495 28 "2003-12-07" "2004-04-15" 130 NA
"825" 496 28 "2004-04-15" "2004-06-02" 48 NA
"826" 497 28 "2004-06-02" "2004-06-18" 16 NA
"827" 498 28 "2004-06-18" "2004-07-05" 17 NA
"828" 499 28 "2004-07-05" "2004-07-16" 11 NA
"829" 1458 28 "2004-07-16" "2004-08-02" 17 NA
"830" 1459 28 "2004-08-02" "2004-08-19" 17 NA
"831" 1460 28 "2004-08-19" "2004-09-06" 18 NA
"832" 1461 28 "2004-09-06" "2004-09-21" 15 NA
"833" 1463 28 "2004-09-21" "2005-04-01" 192 NA
"834" 1462 28 "2005-04-01" "2005-04-10" 9 NA
"835" 1464 28 "2005-04-10" "2005-06-06" 57 NA
"836" 1465 28 "2005-06-06" "2005-07-05" 29 NA
"837" 1466 28 "2005-07-05" "2005-07-17" 12 NA
"838" 1467 28 "2005-07-17" "2005-08-09" 23 NA
"839" 1468 28 "2005-08-09" "2005-09-02" 24 NA
"840" 1469 28 "2005-09-02" "2005-11-08" 67 NA
"841" 1470 28 "2005-11-08" "2006-01-11" 64 NA
"842" 253 29 "2003-07-08" "2003-07-13" 5 NA
"843" 254 29 "2003-07-13" "2003-07-20" 7 NA
"844" 255 29 "2003-07-20" "2003-08-03" 14 NA
"845" 256 29 "2003-08-03" "2003-08-21" 18 NA
"846" 257 29 "2003-08-21" "2003-10-16" 56 NA
"847" 258 29 "2003-10-16" "2003-11-24" 39 NA
"848" 500 29 "2003-11-24" "2004-01-18" 55 NA
"849" 501 29 "2004-01-18" "2004-06-12" 146 NA
"850" 502 29 "2004-06-12" "2004-07-11" 29 NA
"851" 1047 29 "2004-07-11" "2004-07-30" 19 NA
"852" 1048 29 "2004-07-30" "2004-08-20" 21 NA
"853" 1049 29 "2004-08-20" "2004-09-15" 26 NA
"854" 1050 29 "2004-09-15" "2004-10-21" 36 NA
"855" 1051 29 "2004-10-21" "2004-11-25" 35 NA
"856" 1052 29 "2004-11-25" "2005-03-20" 115 NA
"857" 1053 29 "2005-03-20" "2005-04-09" 20 NA
"858" 1391 29 "2005-04-09" "2005-05-06" 27 NA
"859" 1392 29 "2005-05-06" "2005-05-21" 15 NA
"860" 1393 29 "2005-05-21" "2005-06-04" 14 NA
"861" 1394 29 "2005-06-04" "2005-06-21" 17 NA
"862" 1395 29 "2005-06-21" "2005-07-12" 21 NA
"863" 1396 29 "2005-07-12" "2005-08-15" 34 NA
"864" 1397 29 "2005-08-15" "2005-08-26" 11 NA
"865" 1398 29 "2005-08-26" "2005-09-16" 21 NA
"866" 1399 29 "2005-09-16" "2005-10-27" 41 NA
"867" 1482 29 "2005-10-27" "2005-12-12" 46 NA
"868" 266 30 "2003-07-09" "2003-07-23" 14 NA
"869" 5003 30 "2003-07-23" "2003-08-01" 9 NA
"870" 267 30 "2003-08-01" "2003-08-13" 12 NA
"871" 5017 30 "2003-08-13" "2004-04-24" 255 NA
"872" 5004 30 "2004-04-24" "2004-06-02" 39 NA
"873" 5008 30 "2004-06-02" "2004-07-03" 31 NA
"874" 1054 30 "2004-07-03" "2004-08-13" 41 NA
"875" 1055 30 "2004-08-13" "2004-08-19" 6 NA
"876" 1056 30 "2004-08-19" "2004-10-28" 70 NA
"877" 5005 30 "2004-10-28" "2005-05-18" 202 NA
"878" 1716 30 "2005-05-18" "2005-06-16" 29 NA
"879" 1717 30 "2005-06-16" "2005-07-17" 31 NA
"880" 5007 30 "2005-07-17" "2005-08-15" 29 NA
"881" 1718 30 "2005-08-15" "2005-09-08" 24 NA
"882" 1719 30 "2005-09-08" "2006-04-21" 225 NA
"883" 5006 30 "2006-04-21" "2006-05-21" 30 NA
"884" 503 31 "2003-07-10" "2003-07-24" 14 NA
"885" 504 31 "2003-07-24" "2003-08-09" 16 NA
"886" 505 31 "2003-08-09" "2003-08-21" 12 NA
"887" 506 31 "2003-08-21" "2003-09-05" 15 NA
"888" 507 31 "2003-09-05" "2003-09-24" 19 NA
"889" 508 31 "2003-09-24" "2003-10-09" 15 NA
"890" 509 31 "2003-10-09" "2003-10-28" 19 NA
"891" 510 31 "2003-10-28" "2003-12-02" 35 NA
"892" 511 31 "2003-12-02" "2004-01-08" 37 NA
"893" 512 31 "2004-01-08" "2004-02-10" 33 NA
"894" 513 31 "2004-02-10" "2004-03-11" 30 NA
"895" 514 31 "2004-03-11" "2004-04-14" 34 NA
"896" 515 31 "2004-04-14" "2004-05-25" 41 NA
"897" 1057 31 "2004-05-25" "2004-06-09" 15 NA
"898" 1058 31 "2004-06-09" "2004-06-29" 20 NA
"899" 1059 31 "2004-06-29" "2004-07-14" 15 NA
"900" 1060 31 "2004-07-14" "2004-07-30" 16 NA
"901" 1061 31 "2004-07-30" "2004-08-11" 12 NA
"902" 1062 31 "2004-08-11" "2004-08-22" 11 NA
"903" 1063 31 "2004-08-22" "2004-09-23" 32 NA
"904" 1064 31 "2004-09-23" "2004-11-03" 41 NA
"905" 2104 31 "2004-11-03" "2004-12-11" 38 NA
"906" 1065 31 "2004-12-11" "2005-01-05" 25 NA
"907" 1066 31 "2005-01-05" "2005-01-24" 19 NA
"908" 1540 31 "2005-01-24" "2005-03-03" 38 NA
"909" 1541 31 "2005-03-03" "2005-03-31" 28 NA
"910" 1542 31 "2005-03-31" "2005-04-20" 20 NA
"911" 1543 31 "2005-04-20" "2005-05-09" 19 NA
"912" 1544 31 "2005-05-09" "2005-05-26" 17 NA
"913" 1545 31 "2005-05-26" "2005-06-23" 28 NA
"914" 1546 31 "2005-06-23" "2005-07-15" 22 NA
"915" 1547 31 "2005-07-15" "2005-08-01" 17 NA
"916" 1548 31 "2005-08-01" "2005-08-16" 15 NA
