"EventID" "TrapID" "StartDate" "EndDate" "Sampling.period..days."
"510" 93 18 "2003-08-22" "2003-08-28" 6
"511" 94 18 "2003-08-28" "2003-09-10" 13
"512" 95 18 "2003-09-10" "2003-09-20" 10
"513" 96 18 "2003-09-20" "2003-09-30" 10
"514" 97 18 "2003-09-30" "2003-10-15" 15
"515" 98 18 "2003-10-15" "2003-10-30" 15
"516" 228 18 "2003-10-30" "2003-11-15" 16
"517" 229 18 "2003-11-15" "2003-11-30" 15
"518" 230 18 "2003-11-30" "2003-12-15" 15
"519" 231 18 "2003-12-15" "2003-12-30" 15
"520" 232 18 "2003-12-30" "2004-01-15" 16
"521" 329 18 "2004-01-15" "2004-02-15" 31
"522" 330 18 "2004-02-15" "2004-03-15" 29
"523" 331 18 "2004-03-15" "2004-03-30" 15
"524" 332 18 "2004-03-30" "2004-04-10" 11
"525" 333 18 "2004-04-10" "2004-04-18" 8
"526" 334 18 "2004-04-18" "2004-04-30" 12
"527" 335 18 "2004-04-30" "2004-05-10" 10
"528" 336 18 "2004-05-10" "2004-05-20" 10
"529" 337 18 "2004-05-20" "2004-05-30" 10
"530" 338 18 "2004-05-30" "2004-06-10" 11
"531" 339 18 "2004-06-10" "2004-06-20" 10
"532" 340 18 "2004-06-20" "2004-06-30" 10
"533" 341 18 "2004-06-30" "2004-07-10" 10
"534" 342 18 "2004-07-10" "2004-07-20" 10
"535" 343 18 "2004-07-20" "2004-07-30" 10
"536" 344 18 "2004-07-30" "2004-08-10" 11
"537" 345 18 "2004-08-10" "2004-08-20" 10
"538" 346 18 "2004-08-20" "2004-08-30" 10
"539" 729 18 "2004-08-30" "2004-09-10" 11
"540" 730 18 "2004-09-10" "2004-09-20" 10
"541" 731 18 "2004-09-20" "2004-09-30" 10
"542" 732 18 "2004-09-30" "2004-10-15" 15
"543" 733 18 "2004-10-15" "2004-10-30" 15
"544" 2107 18 "2004-10-30" "2004-11-15" 16
"545" 5016 18 "2004-11-15" "2004-12-07" 22
"546" 1024 18 "2004-12-07" "2005-02-12" 67
"547" 1025 18 "2005-02-12" "2005-04-11" 58
"548" 1026 18 "2005-04-11" "2005-04-19" 8
"549" 233 20 "2003-06-25" "2003-07-20" 25
"550" 234 20 "2003-07-20" "2003-08-12" 23
"551" 235 20 "2003-08-12" "2003-09-01" 20
"552" 236 20 "2003-09-01" "2003-10-05" 34
"553" 237 20 "2003-10-05" "2003-10-26" 21
"554" 975 20 "2003-10-26" "2003-12-16" 51
"555" 976 20 "2003-12-16" "2004-04-01" 107
"556" 977 20 "2004-04-01" "2004-04-29" 28
"557" 978 20 "2004-04-29" "2004-05-27" 28
"558" 979 20 "2004-05-27" "2004-06-11" 15
"559" 980 20 "2004-06-11" "2004-06-26" 15
"560" 981 20 "2004-06-26" "2004-07-28" 32
"561" 982 20 "2004-07-28" "2004-08-24" 27
"562" 983 20 "2004-08-24" "2004-10-20" 57
"563" 984 20 "2004-10-20" "2004-11-14" 25
"564" 1493 20 "2004-11-14" "2005-03-31" 137
"565" 1494 20 "2005-03-31" "2005-05-09" 39
"566" 1495 20 "2005-05-09" "2005-06-03" 25
"567" 1496 20 "2005-06-03" "2005-06-26" 23
"568" 1497 20 "2005-06-26" "2005-07-05" 9
"569" 1498 20 "2005-07-05" "2005-08-02" 28
"570" 1499 20 "2005-08-02" "2005-09-10" 39
"571" 1500 20 "2005-09-10" "2005-10-31" 51
"572" 1501 20 "2005-10-31" "2005-12-30" 60
"573" 238 21 "2003-06-25" "2003-07-24" 29
"574" 239 21 "2003-07-24" "2003-08-01" 8
"575" 240 21 "2003-08-01" "2003-08-25" 24
"576" 241 21 "2003-08-25" "2003-09-04" 10
"577" 242 21 "2003-09-04" "2003-10-01" 27
"578" 243 21 "2003-10-01" "2003-10-20" 19
"579" 985 21 "2003-10-20" "2003-12-11" 52
"580" 986 21 "2003-12-11" "2004-03-23" 103
"581" 987 21 "2004-03-23" "2004-04-14" 22
"582" 988 21 "2004-04-14" "2004-04-30" 16
"583" 989 21 "2004-04-30" "2004-05-19" 19
"584" 990 21 "2004-05-19" "2004-05-27" 8
"585" 991 21 "2004-05-27" "2004-06-07" 11
"586" 992 21 "2004-06-07" "2004-06-23" 16
"587" 993 21 "2004-06-23" "2004-07-26" 33
"588" 994 21 "2004-07-26" "2004-08-20" 25
"589" 995 21 "2004-08-20" "2004-09-17" 28
"590" 996 21 "2004-09-17" "2004-11-30" 74
"591" 997 21 "2004-11-30" "2005-01-10" 41
"592" 1502 21 "2005-01-10" "2005-04-07" 87
"593" 1503 21 "2005-04-07" "2005-05-09" 32
"594" 1504 21 "2005-05-09" "2005-06-02" 24
"595" 1505 21 "2005-06-02" "2005-06-22" 20
"596" 1506 21 "2005-06-22" "2005-07-01" 9
"597" 1507 21 "2005-07-01" "2005-08-01" 31
"598" 1508 21 "2005-08-01" "2005-08-26" 25
"599" 1509 21 "2005-08-26" "2005-10-17" 52
"600" 2007 21 "2005-10-17" "2005-12-31" 75
"601" 244 22 "2003-06-25" "2003-07-13" 18
"602" 245 22 "2003-07-13" "2003-07-17" 4
"603" 246 22 "2003-07-17" "2003-08-07" 21
"604" 247 22 "2003-08-07" "2003-08-18" 11
"605" 248 22 "2003-08-18" "2003-08-31" 13
"606" 249 22 "2003-08-31" "2003-09-12" 12
"607" 250 22 "2003-09-12" "2003-10-08" 26
"608" 251 22 "2003-10-08" "2003-11-04" 27
"609" 252 22 "2003-11-04" "2003-11-25" 21
"610" 281 22 "2003-11-25" "2003-12-31" 36
"611" 771 22 "2003-12-31" "2004-02-01" 32
"612" 772 22 "2004-02-01" "2004-03-01" 29
"613" 773 22 "2004-03-01" "2004-03-30" 29
"614" 774 22 "2004-03-30" "2004-05-01" 32
"615" 775 22 "2004-05-01" "2004-06-01" 31
"616" 776 22 "2004-06-01" "2004-06-23" 22
"617" 777 22 "2004-06-23" "2004-07-18" 25
"618" 778 22 "2004-07-18" "2004-08-01" 14
"619" 779 22 "2004-08-01" "2004-08-23" 22
"620" 780 22 "2004-08-23" "2004-09-18" 26
"621" 781 22 "2004-09-18" "2004-10-24" 36
"622" 782 22 "2004-10-24" "2004-12-01" 38
"623" 783 22 "2004-12-01" "2005-01-03" 33
"624" 836 22 "2005-01-03" "2005-02-01" 29
"625" 837 22 "2005-02-02" "2005-03-01" 27
"626" 838 22 "2005-03-01" "2005-04-01" 31
"627" 839 22 "2005-04-01" "2005-04-25" 24
"628" 840 22 "2005-04-25" "2005-05-20" 25
"629" 1312 22 "2005-05-20" "2005-06-01" 12
"630" 1313 22 "2005-06-01" "2005-06-15" 14
"631" 1314 22 "2005-06-15" "2005-06-29" 14
"632" 1315 22 "2005-06-29" "2005-07-18" 19
"633" 1316 22 "2005-07-18" "2005-08-01" 14
"634" 1363 22 "2005-08-01" "2005-08-19" 18
"635" 1364 22 "2005-08-19" "2005-09-12" 24
"636" 1365 22 "2005-09-12" "2005-10-03" 21
"637" 1390 22 "2005-10-03" "2005-10-29" 26
"638" 1427 22 "2005-10-29" "2005-12-01" 33
"639" 1457 22 "2005-12-01" "2006-01-04" 34
"640" 1481 22 "2006-01-04" "2006-04-04" 90
"641" 1566 22 "2006-04-04" "2006-05-20" 46
"642" 1725 22 "2006-05-20" "2006-06-28" 39
"643" 1729 22 "2006-06-28" "2006-07-03" 5
"644" 1730 22 "2006-07-03" "2006-07-20" 17
"645" 1731 22 "2006-07-20" "2006-08-15" 26
"646" 1829 22 "2006-08-15" "2006-09-06" 22
"647" 430 23 "2003-06-26" "2003-07-10" 14
"648" 431 23 "2003-07-10" "2003-07-24" 14
"649" 432 23 "2003-07-24" "2003-08-07" 14
"650" 433 23 "2003-08-07" "2003-08-21" 14
"651" 434 23 "2003-08-21" "2003-09-04" 14
"652" 435 23 "2003-09-04" "2003-09-18" 14
"653" 436 23 "2003-09-18" "2003-10-02" 14
"654" 437 23 "2003-10-02" "2003-10-16" 14
"655" 438 23 "2003-10-16" "2003-10-30" 14
"656" 439 23 "2003-10-30" "2003-11-13" 14
"657" 440 23 "2003-11-13" "2003-11-27" 14
"658" 441 23 "2003-11-27" "2003-12-11" 14
"659" 442 23 "2003-12-11" "2004-01-13" 33
"660" 443 23 "2004-01-13" "2004-02-13" 31
"661" 444 23 "2004-02-13" "2004-03-11" 27
"662" 445 23 "2004-03-11" "2004-04-08" 28
"663" 446 23 "2004-04-08" "2004-04-22" 14
"664" 447 23 "2004-04-22" "2004-05-06" 14
"665" 448 23 "2004-05-06" "2004-05-20" 14
"666" 449 23 "2004-05-20" "2004-06-03" 14
"667" 1009 23 "2004-06-03" "2004-06-18" 15
"668" 1010 23 "2004-06-18" "2004-07-02" 14
"669" 5000 23 "2004-07-02" "2004-07-15" 13
"670" 1011 23 "2004-07-15" "2004-07-29" 14
"671" 1012 23 "2004-07-29" "2004-08-12" 14
"672" 1013 23 "2004-08-12" "2004-08-27" 15
"673" 1014 23 "2004-08-27" "2004-09-09" 13
"674" 1015 23 "2004-09-09" "2004-09-15" 6
"675" 1016 23 "2004-09-15" "2004-09-23" 8
"676" 1017 23 "2004-09-23" "2004-10-07" 14
"677" 1018 23 "2004-10-07" "2004-10-22" 15
"678" 1019 23 "2004-10-22" "2004-11-03" 12
"679" 1020 23 "2004-11-03" "2004-11-17" 14
"680" 1021 23 "2004-11-17" "2004-12-02" 15
"681" 1022 23 "2004-12-02" "2004-12-16" 14
"682" 1023 23 "2004-12-16" "2004-12-30" 14
"683" 1307 23 "2004-12-30" "2005-01-27" 28
"684" 1400 23 "2005-01-27" "2005-02-26" 30
"685" 1401 23 "2005-02-26" "2005-03-24" 26
"686" 1402 23 "2005-03-24" "2005-04-07" 14
"687" 1403 23 "2005-04-07" "2005-04-21" 14
"688" 1404 23 "2005-04-21" "2005-05-05" 14
"689" 1405 23 "2005-05-05" "2005-05-19" 14
"690" 1406 23 "2005-05-19" "2005-06-02" 14
"691" 1407 23 "2005-06-02" "2005-06-16" 14
"692" 1408 23 "2005-06-16" "2005-06-30" 14
"693" 1409 23 "2005-06-30" "2005-07-14" 14
"694" 1410 23 "2005-07-14" "2005-07-28" 14
"695" 1411 23 "2005-07-28" "2005-08-11" 14
"696" 1412 23 "2005-08-11" "2005-08-25" 14
"697" 1413 23 "2005-08-25" "2005-09-08" 14
"698" 1414 23 "2005-09-08" "2005-09-22" 14
"699" 1415 23 "2005-09-22" "2005-10-06" 14
"700" 1416 23 "2005-10-06" "2005-10-21" 15
"701" 1476 23 "2005-10-21" "2005-11-03" 13
"702" 1477 23 "2005-11-03" "2005-11-17" 14
"703" 1478 23 "2005-11-17" "2005-12-01" 14
"704" 1479 23 "2005-12-01" "2005-12-15" 14
"705" 1480 23 "2005-12-15" "2005-12-28" 13
"706" 816 24 "2003-06-26" "2003-07-15" 19
"707" 817 24 "2003-07-15" "2003-08-01" 17
"708" 818 24 "2003-08-01" "2003-08-18" 17
"709" 819 24 "2003-08-18" "2003-09-13" 26
"710" 820 24 "2003-09-13" "2003-12-10" 88
"711" 821 24 "2003-12-10" "2004-03-25" 106
"712" 822 24 "2004-03-25" "2004-05-06" 42
"713" 823 24 "2004-05-06" "2004-05-19" 13
"714" 1308 24 "2004-05-19" "2004-06-27" 39
"715" 1309 24 "2004-06-27" "2004-07-22" 25
"716" 1310 24 "2004-07-22" "2004-09-25" 65
"717" 1311 24 "2004-09-25" "2005-01-19" 116
"718" 1671 24 "2005-01-19" "2005-04-30" 101
"719" 1672 24 "2005-04-30" "2005-05-31" 31
"720" 1673 24 "2005-05-31" "2005-07-20" 50
"721" 1674 24 "2005-07-20" "2005-09-05" 47
"722" 2103 24 "2005-09-05" "2005-10-30" 55
"723" 1675 24 "2005-10-30" "2006-04-15" 167
"724" 1676 24 "2006-04-15" "2006-05-07" 22
"725" 450 25 "2003-06-29" "2003-07-22" 23
"726" 451 25 "2003-07-22" "2003-08-12" 21
"727" 452 25 "2003-08-12" "2003-09-06" 25
"728" 453 25 "2003-09-06" "2003-10-03" 27
"729" 454 25 "2003-10-03" "2003-11-18" 46
"730" 455 26 "2003-07-07" "2003-07-16" 9
"731" 456 26 "2003-07-16" "2003-07-27" 11
"732" 457 26 "2003-07-27" "2003-08-07" 11
"733" 458 26 "2003-08-07" "2003-08-23" 16
"734" 459 26 "2003-08-23" "2003-10-03" 41
"735" 460 26 "2003-10-03" "2003-10-25" 22
"736" 461 26 "2003-10-25" "2003-12-01" 37
"737" 462 26 "2003-12-01" "2004-01-11" 41
"738" 463 26 "2004-01-11" "2004-03-09" 58
"739" 464 26 "2004-03-09" "2004-03-24" 15
"740" 465 26 "2004-03-24" "2004-05-11" 48
"741" 1677 26 "2004-05-11" "2004-06-05" 25
"742" 1678 26 "2004-06-05" "2004-06-16" 11
"743" 1679 26 "2004-06-16" "2004-07-05" 19
"744" 1680 26 "2004-07-05" "2004-07-15" 10
"745" 1681 26 "2004-07-15" "2004-07-28" 13
"746" 2110 26 "2004-07-28" "2004-08-13" 16
"747" 1682 26 "2004-08-13" "2004-08-17" 4
"748" 1683 26 "2004-08-17" "2004-08-26" 9
"749" 1684 26 "2004-08-26" "2004-10-10" 45
"750" 1685 26 "2004-10-10" "2004-11-07" 28
"751" 1686 26 "2004-11-07" "2005-01-17" 71
"752" 1687 26 "2005-01-17" "2005-04-12" 85
"753" 1688 26 "2005-04-12" "2005-05-05" 23
"754" 1689 26 "2005-05-05" "2005-05-27" 22
"755" 1690 26 "2005-05-27" "2005-06-26" 30
"756" 1691 26 "2005-06-26" "2005-07-19" 23
"757" 1692 26 "2005-07-19" "2005-08-18" 30
"758" 1693 26 "2005-08-18" "2005-09-12" 25
"759" 1694 26 "2005-09-12" "2005-11-16" 65
"760" 1695 26 "2005-11-16" "2006-03-23" 127
"761" 466 27 "2003-07-07" "2003-07-21" 14
"762" 467 27 "2003-07-21" "2003-08-04" 14
"763" 468 27 "2003-08-04" "2003-08-18" 14
"764" 469 27 "2003-08-18" "2003-09-01" 14
"765" 470 27 "2003-09-01" "2003-09-15" 14
"766" 471 27 "2003-09-15" "2003-09-29" 14
"767" 472 27 "2003-09-29" "2003-10-12" 13
"768" 473 27 "2003-10-12" "2003-10-27" 15
"769" 474 27 "2003-10-27" "2003-11-10" 14
"770" 475 27 "2003-11-10" "2003-11-24" 14
"771" 476 27 "2003-11-24" "2004-01-05" 42
"772" 477 27 "2004-01-05" "2004-01-25" 20
"773" 478 27 "2004-01-25" "2004-02-09" 15
"774" 479 27 "2004-02-09" "2004-02-16" 7
"775" 480 27 "2004-02-16" "2004-03-01" 14
"776" 481 27 "2004-03-01" "2004-03-15" 14
"777" 482 27 "2004-03-15" "2004-03-29" 14
"778" 483 27 "2004-03-29" "2004-04-19" 21
"779" 484 27 "2004-04-19" "2004-05-03" 14
"780" 485 27 "2004-05-03" "2004-05-17" 14
"781" 486 27 "2004-05-17" "2004-06-02" 16
"782" 487 27 "2004-06-02" "2004-06-16" 14
"783" 1033 27 "2004-06-16" "2004-07-01" 15
"784" 1034 27 "2004-07-01" "2004-07-20" 19
"785" 1035 27 "2004-07-20" "2004-08-03" 14
"786" 1036 27 "2004-08-03" "2004-08-23" 20
"787" 1037 27 "2004-08-23" "2004-09-06" 14
"788" 1038 27 "2004-09-06" "2004-09-20" 14
"789" 1039 27 "2004-09-20" "2004-10-04" 14
"790" 1040 27 "2004-10-04" "2004-10-18" 14
"791" 1041 27 "2004-10-18" "2004-11-05" 18
"792" 1042 27 "2004-11-05" "2004-12-20" 45
"793" 1043 27 "2004-12-20" "2005-01-14" 25
"794" 1044 27 "2005-01-14" "2005-01-31" 17
"795" 1045 27 "2005-01-31" "2005-02-18" 18
"796" 1046 27 "2005-02-18" "2005-03-04" 14
"797" 1696 27 "2005-03-04" "2005-04-04" 31
"798" 1697 27 "2005-04-04" "2005-04-11" 7
"799" 1698 27 "2005-04-11" "2005-04-25" 14
"800" 1699 27 "2005-04-25" "2005-05-09" 14
"801" 1700 27 "2005-05-09" "2005-05-26" 17
"802" 1701 27 "2005-05-26" "2005-06-13" 18
"803" 1702 27 "2005-06-13" "2005-06-27" 14
"804" 1703 27 "2005-06-27" "2005-07-17" 20
"805" 1704 27 "2005-07-17" "2005-08-08" 22
"806" 1705 27 "2005-08-08" "2005-08-22" 14
"807" 1706 27 "2005-08-22" "2005-09-06" 15
"808" 1707 27 "2005-09-06" "2005-09-21" 15
"809" 1708 27 "2005-09-21" "2005-10-04" 13
"810" 1709 27 "2005-10-04" "2005-10-28" 24
"811" 1710 27 "2005-10-28" "2005-11-15" 18
"812" 1711 27 "2005-11-15" "2005-12-07" 22
"813" 1712 27 "2005-12-07" "2006-01-26" 50
"814" 1713 27 "2006-01-26" "2006-03-07" 40
"815" 1714 27 "2006-03-07" "2006-04-18" 42
"816" 1715 27 "2006-04-18" "2006-05-11" 23
"817" 488 28 "2003-07-08" "2003-07-18" 10
"818" 489 28 "2003-07-18" "2003-08-03" 16
"819" 490 28 "2003-08-03" "2003-08-17" 14
"820" 491 28 "2003-08-17" "2003-09-07" 21
"821" 492 28 "2003-09-07" "2003-09-28" 21
"822" 493 28 "2003-09-28" "2003-10-19" 21
"823" 494 28 "2003-10-19" "2003-12-07" 49
"824" 495 28 "2003-12-07" "2004-04-15" 130
"825" 496 28 "2004-04-15" "2004-06-02" 48
"826" 497 28 "2004-06-02" "2004-06-18" 16
"827" 498 28 "2004-06-18" "2004-07-05" 17
"828" 499 28 "2004-07-05" "2004-07-16" 11
"829" 1458 28 "2004-07-16" "2004-08-02" 17
"830" 1459 28 "2004-08-02" "2004-08-19" 17
"831" 1460 28 "2004-08-19" "2004-09-06" 18
"832" 1461 28 "2004-09-06" "2004-09-21" 15
"833" 1463 28 "2004-09-21" "2005-04-01" 192
"834" 1462 28 "2005-04-01" "2005-04-10" 9
"835" 1464 28 "2005-04-10" "2005-06-06" 57
"836" 1465 28 "2005-06-06" "2005-07-05" 29
"837" 1466 28 "2005-07-05" "2005-07-17" 12
"838" 1467 28 "2005-07-17" "2005-08-09" 23
"839" 1468 28 "2005-08-09" "2005-09-02" 24
"840" 1469 28 "2005-09-02" "2005-11-08" 67
"841" 1470 28 "2005-11-08" "2006-01-11" 64
"842" 253 29 "2003-07-08" "2003-07-13" 5
"843" 254 29 "2003-07-13" "2003-07-20" 7
"844" 255 29 "2003-07-20" "2003-08-03" 14
"845" 256 29 "2003-08-03" "2003-08-21" 18
"846" 257 29 "2003-08-21" "2003-10-16" 56
"847" 258 29 "2003-10-16" "2003-11-24" 39
"848" 500 29 "2003-11-24" "2004-01-18" 55
"849" 501 29 "2004-01-18" "2004-06-12" 146
"850" 502 29 "2004-06-12" "2004-07-11" 29
"851" 1047 29 "2004-07-11" "2004-07-30" 19
"852" 1048 29 "2004-07-30" "2004-08-20" 21
"853" 1049 29 "2004-08-20" "2004-09-15" 26
"854" 1050 29 "2004-09-15" "2004-10-21" 36
"855" 1051 29 "2004-10-21" "2004-11-25" 35
"856" 1052 29 "2004-11-25" "2005-03-20" 115
"857" 1053 29 "2005-03-20" "2005-04-09" 20
"858" 1391 29 "2005-04-09" "2005-05-06" 27
"859" 1392 29 "2005-05-06" "2005-05-21" 15
"860" 1393 29 "2005-05-21" "2005-06-04" 14
"861" 1394 29 "2005-06-04" "2005-06-21" 17
"862" 1395 29 "2005-06-21" "2005-07-12" 21
"863" 1396 29 "2005-07-12" "2005-08-15" 34
"864" 1397 29 "2005-08-15" "2005-08-26" 11
"865" 1398 29 "2005-08-26" "2005-09-16" 21
"866" 1399 29 "2005-09-16" "2005-10-27" 41
"867" 1482 29 "2005-10-27" "2005-12-12" 46
"868" 266 30 "2003-07-09" "2003-07-23" 14
"869" 5003 30 "2003-07-23" "2003-08-01" 9
"870" 267 30 "2003-08-01" "2003-08-13" 12
"871" 5017 30 "2003-08-13" "2004-04-24" 255
"872" 5004 30 "2004-04-24" "2004-06-02" 39
"873" 5008 30 "2004-06-02" "2004-07-03" 31
"874" 1054 30 "2004-07-03" "2004-08-13" 41
"875" 1055 30 "2004-08-13" "2004-08-19" 6
"876" 1056 30 "2004-08-19" "2004-10-28" 70
"877" 5005 30 "2004-10-28" "2005-05-18" 202
"878" 1716 30 "2005-05-18" "2005-06-16" 29
"879" 1717 30 "2005-06-16" "2005-07-17" 31
"880" 5007 30 "2005-07-17" "2005-08-15" 29
"881" 1718 30 "2005-08-15" "2005-09-08" 24
"882" 1719 30 "2005-09-08" "2006-04-21" 225
"883" 5006 30 "2006-04-21" "2006-05-21" 30
"884" 503 31 "2003-07-10" "2003-07-24" 14
"885" 504 31 "2003-07-24" "2003-08-09" 16
"886" 505 31 "2003-08-09" "2003-08-21" 12
"887" 506 31 "2003-08-21" "2003-09-05" 15
"888" 507 31 "2003-09-05" "2003-09-24" 19
"889" 508 31 "2003-09-24" "2003-10-09" 15
"890" 509 31 "2003-10-09" "2003-10-28" 19
"891" 510 31 "2003-10-28" "2003-12-02" 35
"892" 511 31 "2003-12-02" "2004-01-08" 37
"893" 512 31 "2004-01-08" "2004-02-10" 33
"894" 513 31 "2004-02-10" "2004-03-11" 30
"895" 514 31 "2004-03-11" "2004-04-14" 34
"896" 515 31 "2004-04-14" "2004-05-25" 41
"897" 1057 31 "2004-05-25" "2004-06-09" 15
"898" 1058 31 "2004-06-09" "2004-06-29" 20
"899" 1059 31 "2004-06-29" "2004-07-14" 15
"900" 1060 31 "2004-07-14" "2004-07-30" 16
"901" 1061 31 "2004-07-30" "2004-08-11" 12
"902" 1062 31 "2004-08-11" "2004-08-22" 11
"903" 1063 31 "2004-08-22" "2004-09-23" 32
"904" 1064 31 "2004-09-23" "2004-11-03" 41
"905" 2104 31 "2004-11-03" "2004-12-11" 38
"906" 1065 31 "2004-12-11" "2005-01-05" 25
"907" 1066 31 "2005-01-05" "2005-01-24" 19
"908" 1540 31 "2005-01-24" "2005-03-03" 38
"909" 1541 31 "2005-03-03" "2005-03-31" 28
"910" 1542 31 "2005-03-31" "2005-04-20" 20
"911" 1543 31 "2005-04-20" "2005-05-09" 19
"912" 1544 31 "2005-05-09" "2005-05-26" 17
"913" 1545 31 "2005-05-26" "2005-06-23" 28
"914" 1546 31 "2005-06-23" "2005-07-15" 22
"915" 1547 31 "2005-07-15" "2005-08-01" 17
"916" 1548 31 "2005-08-01" "2005-08-16" 15
"917" 1549 31 "2005-08-16" "2005-09-05" 20
"918" 1550 31 "2005-09-05" "2005-09-28" 23
"919" 1551 31 "2005-09-28" "2005-10-19" 21
"920" 1552 31 "2005-10-19" "2005-11-21" 33
"921" 1553 31 "2005-11-21" "2006-01-04" 44
"922" 1554 31 "2006-01-04" "2006-02-14" 41
"923" 1555 31 "2006-02-14" "2006-04-03" 48
"924" 1556 31 "2006-04-03" "2006-05-08" 35
"925" 306 32 "2003-07-12" "2003-07-19" 7
"926" 516 32 "2003-07-19" "2003-08-01" 13
"927" 517 32 "2003-08-01" "2003-08-15" 14
"928" 518 32 "2003-08-15" "2003-08-29" 14
"929" 519 32 "2003-08-29" "2003-09-13" 15
"930" 520 32 "2003-09-13" "2003-09-26" 13
"931" 521 32 "2003-09-26" "2003-10-12" 16
"932" 522 32 "2003-10-12" "2003-10-31" 19
"933" 523 32 "2003-10-31" "2003-12-04" 34
"934" 524 32 "2003-12-04" "2004-01-17" 44
"935" 525 32 "2004-01-17" "2004-02-21" 35
"936" 526 32 "2004-02-21" "2004-04-06" 45
"937" 527 32 "2004-04-06" "2004-05-12" 36
"938" 528 32 "2004-05-12" "2004-06-02" 21
"939" 1067 32 "2004-06-02" "2004-06-17" 15
"940" 1068 32 "2004-06-17" "2004-07-02" 15
"941" 1069 32 "2004-07-02" "2004-07-17" 15
"942" 1070 32 "2004-07-17" "2004-07-31" 14
"943" 1071 32 "2004-07-31" "2004-08-14" 14
"944" 1072 32 "2004-08-14" "2004-08-29" 15
"945" 1073 32 "2004-08-29" "2004-09-14" 16
"946" 1074 32 "2004-09-14" "2004-10-05" 21
"947" 1075 32 "2004-10-05" "2004-10-16" 11
"948" 1076 32 "2004-10-16" "2004-11-28" 43
"949" 1077 32 "2004-11-28" "2005-01-12" 45
"950" 1523 32 "2005-01-12" "2005-03-08" 55
"951" 1524 32 "2005-03-08" "2005-03-18" 10
"952" 1525 32 "2005-03-18" "2005-04-15" 28
"953" 1526 32 "2005-04-15" "2005-05-18" 33
"954" 1527 32 "2005-05-18" "2005-06-06" 19
"955" 1528 32 "2005-06-06" "2005-06-20" 14
"956" 1529 32 "2005-06-20" "2005-06-30" 10
"957" 1530 32 "2005-06-30" "2005-07-16" 16
"958" 1531 32 "2005-07-16" "2005-08-03" 18
"959" 1532 32 "2005-08-03" "2005-08-18" 15
"960" 1533 32 "2005-08-18" "2005-08-30" 12
"961" 1534 32 "2005-08-30" "2005-09-17" 18
"962" 1535 32 "2005-09-17" "2005-10-03" 16
"963" 1536 32 "2005-10-03" "2005-10-28" 25
"964" 1537 32 "2005-10-28" "2005-11-20" 23
"965" 1538 32 "2005-11-20" "2006-02-25" 97
"966" 1539 32 "2006-02-25" "2006-05-05" 69
"967" 529 33 "2003-07-10" "2003-08-02" 23
"968" 530 33 "2003-08-02" "2003-08-20" 18
"969" 531 33 "2003-08-20" "2003-09-24" 35
"970" 532 33 "2003-09-24" "2003-10-08" 14
"971" 533 33 "2003-10-08" "2003-10-21" 13
"972" 534 33 "2003-10-21" "2003-11-04" 14
"973" 535 33 "2003-11-04" "2003-11-26" 22
"974" 536 33 "2003-11-26" "2003-12-31" 35
"975" 537 33 "2003-12-31" "2004-01-30" 30
"976" 538 33 "2004-01-30" "2004-02-17" 18
"977" 539 33 "2004-02-17" "2004-03-05" 17
"978" 540 33 "2004-03-05" "2004-03-31" 26
"979" 541 33 "2004-03-31" "2004-04-16" 16
"980" 542 33 "2004-04-16" "2004-04-28" 12
"981" 543 33 "2004-04-28" "2004-05-14" 16
"982" 544 33 "2004-05-14" "2004-05-30" 16
"983" 1078 33 "2004-05-30" "2004-06-16" 17
"984" 1079 33 "2004-06-16" "2004-07-09" 23
"985" 1080 33 "2004-07-09" "2004-07-25" 16
"986" 1081 33 "2004-07-25" "2004-08-09" 15
"987" 1082 33 "2004-08-09" "2004-08-25" 16
"988" 1083 33 "2004-08-25" "2004-09-10" 16
"989" 1084 33 "2004-09-10" "2004-09-28" 18
"990" 1085 33 "2004-09-28" "2004-10-15" 17
"991" 1086 33 "2004-10-15" "2004-11-02" 18
"992" 1087 33 "2004-11-02" "2004-11-19" 17
"993" 1088 33 "2004-11-19" "2004-12-08" 19
"994" 1089 33 "2004-12-08" "2005-01-12" 35
"995" 1090 33 "2005-01-12" "2005-01-31" 19
"996" 1760 33 "2005-01-31" "2005-02-19" 19
"997" 1761 33 "2005-02-19" "2005-03-18" 27
"998" 1762 33 "2005-03-18" "2005-04-05" 18
"999" 1763 33 "2005-04-05" "2005-04-25" 20
"1000" 1764 33 "2005-04-25" "2005-05-11" 16
"1001" 1765 33 "2005-05-11" "2005-05-27" 16
"1002" 1766 33 "2005-05-27" "2005-06-10" 14
"1003" 1767 33 "2005-06-10" "2005-06-28" 18
"1004" 1768 33 "2005-06-28" "2005-07-13" 15
"1005" 1769 33 "2005-07-13" "2005-08-01" 19
"1006" 1770 33 "2005-08-01" "2005-08-22" 21
"1007" 1771 33 "2005-08-22" "2005-09-06" 15
"1008" 1855 33 "2005-09-06" "2005-09-26" 20
"1009" 1856 33 "2005-09-26" "2005-10-11" 15
"1010" 1857 33 "2005-10-11" "2005-11-05" 25
"1011" 1858 33 "2005-11-05" "2005-11-22" 17
"1012" 1859 33 "2005-11-22" "2005-12-13" 21
"1013" 1860 33 "2005-12-13" "2006-01-04" 22
"1014" 2102 34 "2003-07-05" "2003-07-10" 5
"1015" 545 34 "2003-07-10" "2003-07-15" 5
