"Genus"	"Species"	"Author"	"Total"	"TrapID"	"EventID"	"Order"	"AnalysisTaxon"	"SciName"
"10271"	"Polydrusus"	"tereticollis"	"(DeGeer, 1775)"	1	4	88	"Coleoptera"	"Coleoptera"	"Polydrusus tereticollis"
"1028"	"Polydrusus"	"fulvicornis"	"(Fabricius, 1792)"	1	53	187	"Coleoptera"	"Coleoptera"	"Polydrusus fulvicornis"
"1029"	"Polydrusus"	"fulvicornis"	"(Fabricius, 1792)"	159	54	191	"Coleoptera"	"Coleoptera"	"Polydrusus fulvicornis"
"1030"	"Polydrusus"	"fulvicornis"	"(Fabricius, 1792)"	62	54	192	"Coleoptera"	"Coleoptera"	"Polydrusus fulvicornis"
"10311"	"Polydrusus"	"tereticollis"	"(DeGeer, 1775)"	1	54	194	"Coleoptera"	"Coleoptera"	"Polydrusus tereticollis"
"10321"	"Polydrusus"	"fulvicornis"	"(Fabricius, 1792)"	25	54	740	"Coleoptera"	"Coleoptera"	"Polydrusus fulvicornis"
"10331"	"Polydrusus"	"fulvicornis"	"(Fabricius, 1792)"	1	60	215	"Coleoptera"	"Coleoptera"	"Polydrusus fulvicornis"
"1034"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	2	2	785	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1035"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	1	2	787	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1036"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	2	2	788	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1037"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	1	3	84	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1038"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	1	4	89	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1039"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	1	22	775	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"1040"	"Propylea"	"quatuordecimpunctata"	"(Linnaeus, 1758)"	4	22	779	"Coleoptera"	"Coleoptera"	"Propylea quatuordecimpunctata"
"10411"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	7	2	83	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"10421"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	2	2	789	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"10431"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	1	3	84	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1044"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	1	3	85	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1045"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	2	3	796	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1046"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	1	3	798	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1047"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	3	3	799	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1048"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	2	3	800	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1049"	"Prosternon"	"tessellatum"	"(Linnaeus, 1758)"	1	4	89	"Coleoptera"	"Coleoptera"	"Prosternon tessellatum"
"1050"	"Protapion"	"fulvipes"	"(Geoffroy, 1785)"	1	1	309	"Coleoptera"	"Coleoptera"	"Protapion fulvipes"
"10511"	"Proteinus"	"atomarius"	"Erichson, 1840"	1	4	114	"Coleoptera"	"Coleoptera"	"Proteinus atomarius"
"10521"	"Proteinus"	"sp."	"Latreille, 1797"	1	4	225	"Coleoptera"	"Coleoptera"	"Proteinus sp."
"10531"	"Proteinus"	"sp."	"Latreille, 1797"	1	54	191	"Coleoptera"	"Coleoptera"	"Proteinus sp."
"1054"	"Proteinus"	"sp."	"Latreille, 1797"	1	55	197	"Coleoptera"	"Coleoptera"	"Proteinus sp."
"1055"	"Proteinus"	"sp."	"Latreille, 1797"	1	61	220	"Coleoptera"	"Coleoptera"	"Proteinus sp."
"1056"	"Psylliodes"	"napi"	"(Fabricius, 1792)"	1	22	779	"Coleoptera"	"Coleoptera"	"Psylliodes napi"
"1057"	"Psylliodes"	"napi"	"(Fabricius, 1792)"	1	22	781	"Coleoptera"	"Coleoptera"	"Psylliodes napi"
"1058"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	1	79	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1059"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	1	80	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1060"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	1	308	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10611"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	2	2	83	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10621"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	2	784	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10631"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	2	2	787	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1064"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	3	84	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1065"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	3	85	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1066"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	3	109	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1067"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	2	3	798	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1068"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	3	800	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1069"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	4	88	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"1070"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	4	89	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10711"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	22	775	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10721"	"Psyllobora"	"vigintiduopunctata"	"(Linnaeus, 1758)"	1	22	776	"Coleoptera"	"Coleoptera"	"Psyllobora vigintiduopunctata"
"10731"	"Pterostichus"	"rhaeticus"	"Heer, 1837"	1	2	791	"Coleoptera"	"Coleoptera"	"Pterostichus rhaeticus"
"1074"	"Ptinomorphus"	"imperialis"	"(Linnaeus, 1767)"	1	1	79	"Coleoptera"	"Coleoptera"	"Ptinomorphus imperialis"
"1075"	"Ptinomorphus"	"imperialis"	"(Linnaeus, 1767)"	2	1	315	"Coleoptera"	"Coleoptera"	"Ptinomorphus imperialis"
"1076"	"Ptinomorphus"	"imperialis"	"(Linnaeus, 1767)"	3	1	316	"Coleoptera"	"Coleoptera"	"Ptinomorphus imperialis"
"1077"	"Ptinus"	"rufipes"	"Olivier, 1790"	9	1	79	"Coleoptera"	"Coleoptera"	"Ptinus rufipes"
"1078"	"Ptinus"	"rufipes"	"Olivier, 1790"	7	1	80	"Coleoptera"	"Coleoptera"	"Ptinus rufipes"
"1079"	"Ptinus"	"rufipes"	"Olivier, 1790"	1	1	308	"Coleoptera"	"Coleoptera"	"Ptinus rufipes"
"1080"	"Ptinus"	"fur"	"(Linnaeus, 1758)"	3	1	311	"Coleoptera"	"Coleoptera"	"Ptinus fur"
"10811"	"Ptinus"	"fur"	"(Linnaeus, 1758)"	2	1	313	"Coleoptera"	"Coleoptera"	"Ptinus fur"
"10821"	"Ptinus"	"subpillosus"	"Sturm, 1837"	5	1	314	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"10831"	"Ptinus"	"fur"	"(Linnaeus, 1758)"	1	1	314	"Coleoptera"	"Coleoptera"	"Ptinus fur"
"1084"	"Ptinus"	"subpillosus"	"Sturm, 1837"	1	3	84	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1085"	"Ptinus"	"subpillosus"	"Sturm, 1837"	2	3	795	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1086"	"Ptinus"	"subpillosus"	"Sturm, 1837"	2	3	802	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1087"	"Ptinus"	"subpillosus"	"Sturm, 1837"	1	3	803	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1088"	"Ptinus"	"subpillosus"	"Sturm, 1837"	1	4	807	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1089"	"Ptinus"	"subpillosus"	"Sturm, 1837"	2	4	813	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"1090"	"Ptinus"	"rufipes"	"Olivier, 1790"	1	22	776	"Coleoptera"	"Coleoptera"	"Ptinus rufipes"
"10911"	"Ptinus"	"subpillosus"	"Sturm, 1837"	2	52	185	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"10921"	"Ptinus"	"subpillosus"	"Sturm, 1837"	1	58	752	"Coleoptera"	"Coleoptera"	"Ptinus subpillosus"
"10931"	"Ptomaphagus"	"subvillosus"	"(Goeze, 1777)"	1	3	795	"Coleoptera"	"Coleoptera"	"Ptomaphagus subvillosus"
"1094"	"Pyropterus"	"nigroruber"	"(De Geer, 1774)"	2	3	85	"Coleoptera"	"Coleoptera"	"Pyropterus nigroruber"
"1095"	"Pyropterus"	"nigroruber"	"(De Geer, 1774)"	7	4	89	"Coleoptera"	"Coleoptera"	"Pyropterus nigroruber"
"1096"	"Pytho"	"depressus"	"(Linnaeus, 1767)"	1	2	785	"Coleoptera"	"Coleoptera"	"Pytho depressus"
"1097"	"Pytho"	"depressus"	"(Linnaeus, 1767)"	1	60	760	"Coleoptera"	"Coleoptera"	"Pytho depressus"
"1098"	"Quedius"	"maurus"	"(Sahlberg, 1830)"	1	1	308	"Coleoptera"	"Coleoptera"	"Quedius maurus"
"1099"	"Quedius"	"cruentus"	"(Olivier, 1795)"	2	1	308	"Coleoptera"	"Coleoptera"	"Quedius cruentus"
"11001"	"Quedius"	"cruentus"	"(Olivier, 1795)"	1	1	309	"Coleoptera"	"Coleoptera"	"Quedius cruentus"
"11012"	"Quedius"	"cruentus"	"(Olivier, 1795)"	1	1	310	"Coleoptera"	"Coleoptera"	"Quedius cruentus"
"11021"	"Quedius"	"lucidulus"	"Erichson, 1839"	1	1	314	"Coleoptera"	"Coleoptera"	"Quedius lucidulus"
"11031"	"Quedius"	"xanthopus"	"Erichson, 1839"	2	4	88	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11041"	"Quedius"	"plagiatus"	"Mannerheim, 1843"	1	4	114	"Coleoptera"	"Coleoptera"	"Quedius plagiatus"
"11051"	"Quedius"	"xanthopus"	"Erichson, 1839"	1	4	813	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11061"	"Quedius"	"mesomelinus"	"(Marsham, 1802)"	1	22	774	"Coleoptera"	"Coleoptera"	"Quedius mesomelinus"
"11071"	"Quedius"	"xanthopus"	"Erichson, 1839"	1	52	183	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11081"	"Quedius"	"xanthopus"	"Erichson, 1839"	1	52	184	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11091"	"Quedius"	"xanthopus"	"Erichson, 1839"	2	52	185	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11101"	"Quedius"	"xanthopus"	"Erichson, 1839"	1	55	196	"Coleoptera"	"Coleoptera"	"Quedius xanthopus"
"11112"	"Quedius"	"maurus"	"(Sahlberg, 1830)"	1	55	197	"Coleoptera"	"Coleoptera"	"Quedius maurus"
"11121"	"Quedius"	"maurus"	"(Sahlberg, 1830)"	4	58	209	"Coleoptera"	"Coleoptera"	"Quedius maurus"
"11131"	"Quedius"	"plagiatus"	"Mannerheim, 1843"	1	58	755	"Coleoptera"	"Coleoptera"	"Quedius plagiatus"
"11141"	"Quedius"	"plagiatus"	"Mannerheim, 1843"	1	60	760	"Coleoptera"	"Coleoptera"	"Quedius plagiatus"
"11151"	"Rabdocerus"	"foveolatus"	"(Ljungh 1823)"	1	2	784	"Coleoptera"	"Coleoptera"	"Rabdocerus foveolatus"
"11161"	"Rabdocerus"	"foveolatus"	"(Ljungh 1823)"	1	2	791	"Coleoptera"	"Coleoptera"	"Rabdocerus foveolatus"
"11171"	"Rabdocerus"	"foveolatus"	"(Ljungh 1823)"	1	3	800	"Coleoptera"	"Coleoptera"	"Rabdocerus foveolatus"
"11181"	"Rabdocerus"	"foveolatus"	"(Ljungh 1823)"	1	4	806	"Coleoptera"	"Coleoptera"	"Rabdocerus foveolatus"
"11191"	"Rabocerus"	"foveolatus"	"(Ljungh, 1823)"	1	54	192	"Coleoptera"	"Coleoptera"	"Rabocerus foveolatus"
"11201"	"Rabocerus"	"foveolatus"	"(Ljungh, 1823)"	1	54	740	"Coleoptera"	"Coleoptera"	"Rabocerus foveolatus"
"11212"	"Rabocerus"	"foveolatus"	"(Ljungh, 1823)"	1	58	753	"Coleoptera"	"Coleoptera"	"Rabocerus foveolatus"
"11221"	"Rabocerus"	"foveolatus"	"(Ljungh, 1823)"	1	60	760	"Coleoptera"	"Coleoptera"	"Rabocerus foveolatus"
"11231"	"Rhagium"	"mordax"	"(De Geer, 1775)"	1	2	785	"Coleoptera"	"Coleoptera"	"Rhagium mordax"
"11241"	"Rhagium"	"inquisitor"	"(Linnaeus, 1758)"	3	3	84	"Coleoptera"	"Coleoptera"	"Rhagium inquisitor"
"11251"	"Rhagium"	"inquisitor"	"(Linnaeus, 1758)"	1	3	85	"Coleoptera"	"Coleoptera"	"Rhagium inquisitor"
"11261"	"Rhagium"	"inquisitor"	"(Linnaeus, 1758)"	4	3	795	"Coleoptera"	"Coleoptera"	"Rhagium inquisitor"
"11271"	"Rhagium"	"inquisitor"	"(Linnaeus, 1758)"	5	3	796	"Coleoptera"	"Coleoptera"	"Rhagium inquisitor"
"11281"	"Rhagium"	"mordax"	"(De Geer, 1775)"	1	3	798	"Coleoptera"	"Coleoptera"	"Rhagium mordax"
"11291"	"Rhagium"	"mordax"	"(De Geer, 1775)"	1	4	807	"Coleoptera"	"Coleoptera"	"Rhagium mordax"
"11301"	"Rhagium"	"inquisitor"	"(Linnaeus, 1758)"	1	61	763	"Coleoptera"	"Coleoptera"	"Rhagium inquisitor"
"11311"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	1	79	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"11321"	"Rhagonycha"	"lutea"	"(Müller, 1764)"	1	1	308	"Coleoptera"	"Coleoptera"	"Rhagonycha lutea"
"11331"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	1	316	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"11341"	"Rhagonycha"	"elongata"	"(Fallén, 1807)"	1	2	784	"Coleoptera"	"Coleoptera"	"Rhagonycha elongata"
"11351"	"Rhagonycha"	"nigriventris"	"Motschulsky, 1860"	5	2	785	"Coleoptera"	"Coleoptera"	"Rhagonycha nigriventris"
"11361"	"Rhagonycha"	"testacea"	"(Linnaeus, 1758)"	1	2	785	"Coleoptera"	"Coleoptera"	"Rhagonycha testacea"
"1137"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	2	787	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"1138"	"Rhagonycha"	"testacea"	"(Linnaeus, 1758)"	15	2	787	"Coleoptera"	"Coleoptera"	"Rhagonycha testacea"
"1139"	"Rhagonycha"	"nigriventris"	"Motschulsky, 1860"	3	2	787	"Coleoptera"	"Coleoptera"	"Rhagonycha nigriventris"
"1140"	"Rhagonycha"	"elongata"	"(Fallén, 1807)"	1	3	84	"Coleoptera"	"Coleoptera"	"Rhagonycha elongata"
"11411"	"Rhagonycha"	"elongata"	"(Fallén, 1807)"	1	3	84	"Coleoptera"	"Coleoptera"	"Rhagonycha elongata"
"11421"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	1	3	84	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"11431"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	3	84	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"1144"	"Rhagonycha"	"elongata"	"(Fallén, 1807)"	4	3	85	"Coleoptera"	"Coleoptera"	"Rhagonycha elongata"
"1145"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	1	3	85	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"1146"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	2	3	796	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"1147"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	1	3	796	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"1148"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	3	3	798	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"1149"	"Rhagonycha"	"elongata"	"(Fallén, 1807)"	1	3	798	"Coleoptera"	"Coleoptera"	"Rhagonycha elongata"
"1150"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	3	798	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"11511"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	1	4	88	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"11521"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	4	88	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"11531"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	5	4	89	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"1154"	"Rhagonycha"	"atra"	"(Linnaeus, 1767)"	2	4	807	"Coleoptera"	"Coleoptera"	"Rhagonycha atra"
"1155"	"Rhagonycha"	"lignosa"	"(Müller, 1764)"	1	4	807	"Coleoptera"	"Coleoptera"	"Rhagonycha lignosa"
"1156"	"Rhagonycha"	"nigriventris"	"Motschulsky, 1860"	7	22	775	"Coleoptera"	"Coleoptera"	"Rhagonycha nigriventris"
"1157"	"Rhagonycha"	"nigriventris"	"Motschulsky, 1860"	8	22	776	"Coleoptera"	"Coleoptera"	"Rhagonycha nigriventris"
"1158"	"Rhamphus"	"oxyacanthae"	"(Marsham, 1802)"	1	3	798	"Coleoptera"	"Coleoptera"	"Rhamphus oxyacanthae"
"1159"	"Rhamphus"	"pulicarius"	"(Herbst, 1795)"	1	22	775	"Coleoptera"	"Coleoptera"	"Rhamphus pulicarius"
"1160"	"Rhamphus"	"pulicarius"	"(Herbst, 1795)"	1	22	779	"Coleoptera"	"Coleoptera"	"Rhamphus pulicarius"
"11611"	"Rhizophagus"	"depressus"	"(Fabricius, 1792)"	1	3	802	"Coleoptera"	"Coleoptera"	"Rhizophagus depressus"
"11621"	"Rhizophagus"	"bipustulatus"	"(Fabricius, 1792)"	1	4	89	"Coleoptera"	"Coleoptera"	"Rhizophagus bipustulatus"
"11631"	"Rhizophagus"	"dispar"	"(Paykull, 1800)"	1	60	218	"Coleoptera"	"Coleoptera"	"Rhizophagus dispar"
"1164"	"Rhyncolus"	"ater"	"(Linnaeus, 1758)"	1	3	85	"Coleoptera"	"Coleoptera"	"Rhyncolus ater"
"1165"	"Rhyncolus"	"sculpturatus"	"Waltl, 1839"	1	3	799	"Coleoptera"	"Coleoptera"	"Rhyncolus sculpturatus"
"1166"	"Rugilus"	"rufipes"	"Germar, 1836"	1	4	807	"Coleoptera"	"Coleoptera"	"Rugilus rufipes"
"1167"	"Salpingus"	"planirostris"	"(Fabricius, 1787)"	1	1	308	"Coleoptera"	"Coleoptera"	"Salpingus planirostris"
"1168"	"Salpingus"	"planirostris"	"(Fabricius, 1787)"	1	1	309	"Coleoptera"	"Coleoptera"	"Salpingus planirostris"
"1169"	"Salpingus"	"planirostris"	"(Fabricius, 1787)"	1	1	310	"Coleoptera"	"Coleoptera"	"Salpingus planirostris"
"1170"	"Salpingus"	"planirostris"	"(Fabricius, 1787)"	2	1	314	"Coleoptera"	"Coleoptera"	"Salpingus planirostris"
"11711"	"Salpingus"	"ruficollis"	"(Linnaeus, 1760)"	1	2	788	"Coleoptera"	"Coleoptera"	"Salpingus ruficollis"
"11721"	"Salpingus"	"ruficollis"	"(Linnaeus, 1760)"	1	4	114	"Coleoptera"	"Coleoptera"	"Salpingus ruficollis"
"11731"	"Saperda"	"scalaris"	"(Linnaeus, 1758)"	1	2	787	"Coleoptera"	"Coleoptera"	"Saperda scalaris"
"1174"	"Scaphisoma"	"sp."	"Leach, 1815"	1	2	786	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1175"	"Scaphisoma"	"sp."	"Leach, 1815"	1	3	84	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1176"	"Scaphisoma"	"sp."	"Leach, 1815"	1	4	88	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1177"	"Scaphisoma"	"sp."	"Leach, 1815"	1	54	192	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1178"	"Scaphisoma"	"sp."	"Leach, 1815"	1	55	195	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1179"	"Scaphisoma"	"sp."	"Leach, 1815"	1	60	760	"Coleoptera"	"Coleoptera"	"Scaphisoma sp."
"1180"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	1	3	85	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"11811"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	1	3	796	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"11821"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	2	3	798	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"11831"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	6	4	89	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"1184"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	1	4	114	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"1185"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	1	54	194	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"1186"	"Sciodrepoides"	"watsoni"	"(Spence, 1815)"	1	60	760	"Coleoptera"	"Coleoptera"	"Sciodrepoides watsoni"
"1187"	"Scolytus"	"rugulosus"	"(Ratzeburg, 1837)"	1	22	779	"Coleoptera"	"Coleoptera"	"Scolytus rugulosus"
"1188"	"Scymnus"	"suturalis"	"Thunberg, 1795"	2	1	314	"Coleoptera"	"Coleoptera"	"Scymnus suturalis"
"1189"	"Scymnus"	"frontalis"	"(Fabricius, 1787)"	1	2	785	"Coleoptera"	"Coleoptera"	"Scymnus frontalis"
"1190"	"Scymnus"	"frontalis"	"(Fabricius, 1787)"	2	2	786	"Coleoptera"	"Coleoptera"	"Scymnus frontalis"
"11911"	"Scymnus"	"suturalis"	"Thunberg, 1795"	1	3	109	"Coleoptera"	"Coleoptera"	"Scymnus suturalis"
"11921"	"Scymnus"	"nigrinus"	"Kugelann, 1794"	1	3	800	"Coleoptera"	"Coleoptera"	"Scymnus nigrinus"
"11931"	"Scymnus"	"suturalis"	"Thunberg, 1795"	1	3	802	"Coleoptera"	"Coleoptera"	"Scymnus suturalis"
"1194"	"Scymnus"	"suturalis"	"Thunberg, 1795"	1	57	205	"Coleoptera"	"Coleoptera"	"Scymnus suturalis"
"1195"	"Scymnus"	"suturalis"	"Thunberg, 1795"	1	61	763	"Coleoptera"	"Coleoptera"	"Scymnus suturalis"
"1196"	"Selatosomus"	"aeneus"	"(Linnaeus, 1758)"	1	3	84	"Coleoptera"	"Coleoptera"	"Selatosomus aeneus"
"1197"	"Selatosomus"	"aeneus"	"(Linnaeus, 1758)"	1	3	798	"Coleoptera"	"Coleoptera"	"Selatosomus aeneus"
"1198"	"Sepedophilus"	"littoreus"	"(Linnaeus, 1758)"	1	58	755	"Coleoptera"	"Coleoptera"	"Sepedophilus littoreus"
"1199"	"Sepedophilus"	"littoreus"	"(Linnaeus, 1758)"	1	60	760	"Coleoptera"	"Coleoptera"	"Sepedophilus littoreus"
"1200"	"Sepedophilus"	"littoreus"	"(Linnaeus, 1758)"	1	61	221	"Coleoptera"	"Coleoptera"	"Sepedophilus littoreus"
"12011"	"Sepedophilus"	"littoreus"	"(Linnaeus, 1758)"	1	61	763	"Coleoptera"	"Coleoptera"	"Sepedophilus littoreus"
"12021"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	2	1	308	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"12031"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	2	2	83	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1204"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	1	2	788	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1205"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	1	3	109	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1206"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	1	3	799	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1207"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	1	4	89	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1208"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	5	4	114	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"1209"	"Serica"	"brunnea"	"(Linnaeus, 1758)"	1	22	779	"Coleoptera"	"Coleoptera"	"Serica brunnea"
"12101"	"Sericus"	"brunneus"	"(Linnaeus, 1758)"	1	2	785	"Coleoptera"	"Coleoptera"	"Sericus brunneus"
"12112"	"Sericus"	"brunneus"	"(Linnaeus, 1758)"	1	3	84	"Coleoptera"	"Coleoptera"	"Sericus brunneus"
"12121"	"Sericus"	"brunneus"	"(Linnaeus, 1758)"	2	3	796	"Coleoptera"	"Coleoptera"	"Sericus brunneus"
"12131"	"Sermylassa"	"halensis"	"(Linnaeus, 1767)"	1	22	781	"Coleoptera"	"Coleoptera"	"Sermylassa halensis"
"12141"	"Sitona"	"sp."	"Germar, 1817"	1	1	315	"Coleoptera"	"Coleoptera"	"Sitona sp."
"12151"	"Sitona"	"lineatus"	"(Linnaeus, 1758)"	4	22	775	"Coleoptera"	"Coleoptera"	"Sitona lineatus"
"12161"	"Sitona"	"obsoletus"	"(Gmelin, 1790)"	6	54	191	"Coleoptera"	"Coleoptera"	"Sitona obsoletus"
"12171"	"Sitona"	"obsoletus"	"(Gmelin, 1790)"	3	54	192	"Coleoptera"	"Coleoptera"	"Sitona obsoletus"
"12181"	"Sitona"	"obsoletus"	"(Gmelin, 1790)"	1	54	740	"Coleoptera"	"Coleoptera"	"Sitona obsoletus"
"12191"	"Sitona"	"obsoletus"	"(Gmelin, 1790)"	1	59	213	"Coleoptera"	"Coleoptera"	"Sitona obsoletus"
