"EventID"	"TrapID"	"StartDate"	"EndDate"	"NA..4"
"451"	964	16	"2004.x.27"	"2004.xii.15"	NA
"452"	965	16	"2004.xii.15"	"2005.iii.03"	NA
"453"	1665	16	"2005.iii.03"	"2005.v.28"	NA
"454"	1666	16	"2005.v.28"	"2005.vii.05"	NA
"455"	1667	16	"2005.vii.05"	"2005.vii.19"	NA
"456"	1668	16	"2005.vii.19"	"2005.viii.02"	NA
"457"	1669	16	"2005.viii.02"	"2005.viii.23"	NA
"458"	1670	16	"2005.viii.23"	"2006.iv.24"	NA
"459"	270	17	"2003.vi.24"	"2003.vii.08"	NA
"460"	271	17	"2003.vii.08"	"2003.vii.19"	NA
"461"	272	17	"2003.vii.19"	"2003.viii.12"	NA
"462"	273	17	"2003.viii.12"	"2003.viii.23"	NA
"463"	274	17	"2003.viii.23"	"2003.ix.10"	NA
"464"	275	17	"2003.ix.10"	"2003.ix.24"	NA
"465"	276	17	"2003.ix.24"	"2003.x.07"	NA
"466"	277	17	"2003.x.07"	"2003.x.22"	NA
"467"	278	17	"2003.x.22"	"2003.xi.14"	NA
"468"	279	17	"2003.xi.14"	"2003.xii.20"	NA
"469"	280	17	"2003.xii.20"	"2003.xii.28"	NA
"470"	423	17	"2003.xii.28"	"2004.ii.02"	NA
"471"	424	17	"2004.ii.02"	"2004.ii.21"	NA
"472"	425	17	"2004.ii.21"	"2004.iii.27"	NA
"473"	426	17	"2004.iii.27"	"2004.iv.13"	NA
"474"	427	17	"2004.iv.13"	"2004.iv.28"	NA
"475"	428	17	"2004.iv.28"	"2004.v.19"	NA
"476"	966	17	"2004.v.19"	"2004.vi.10"	NA
"477"	967	17	"2004.vi.10"	"2004.vii.13"	NA
"478"	968	17	"2004.vii.13"	"2004.viii.20"	NA
"479"	969	17	"2004.viii.20"	"2004.x.10"	NA
"480"	970	17	"2004.x.10"	"2004.x.25"	NA
"481"	971	17	"2004.x.25"	"2004.xi.16"	NA
"482"	972	17	"2004.xi.16"	"2004.xii.06"	NA
"483"	973	17	"2004.xii.06"	"2004.xii.23"	NA
"484"	974	17	"2004.xii.23"	"2005.iii.01"	NA
"485"	1512	17	"2005.iii.01"	"2005.iv.15"	NA
"486"	1513	17	"2005.iv.15"	"2005.v.31"	NA
"487"	1514	17	"2005.v.31"	"2005.vi.15"	NA
"488"	1515	17	"2005.vi.15"	"2005.vii.01"	NA
"489"	1516	17	"2005.vii.01"	"2005.vii.17"	NA
"490"	1517	17	"2005.vii.17"	"2005.viii.31"	NA
"491"	1518	17	"2005.viii.31"	"2005.ix.13"	NA
"492"	1519	17	"2005.ix.13"	"2005.x.04"	NA
"493"	1520	17	"2005.x.04"	"2005.xi.22"	NA
"494"	1521	17	"2005.xi.22"	"2006.iii.18"	NA
"495"	1522	17	"2006.iii.18"	"2006.v.10"	NA
"496"	66	18	"2003.vi.25"	"2003.vii.06"	NA
"497"	67	18	"2003.vii.06"	"2003.vii.11"	NA
"498"	68	18	"2003.vii.11"	"2003.vii.17"	NA
"499"	72	18	"2003.vii.17"	"2003.vii.23"	NA
"500"	73	18	"2003.vii.23"	"2003.vii.29"	NA
"501"	74	18	"2003.vii.29"	"2003.viii.04"	NA
"502"	75	18	"2003.viii.04"	"2003.viii.10"	NA
"503"	91	18	"2003.viii.10"	"2003.viii.16"	NA
"504"	92	18	"2003.viii.16"	"2003.viii.22"	NA
"505"	93	18	"2003.viii.22"	"2003.viii.28"	NA
"506"	94	18	"2003.viii.28"	"2003.ix.10"	NA
"507"	95	18	"2003.ix.10"	"2003.ix.20"	NA
"508"	96	18	"2003.ix.20"	"2003.ix.30"	NA
"509"	97	18	"2003.ix.30"	"2003.x.15"	NA
"510"	98	18	"2003.x.15"	"2003.x.30"	NA
"511"	228	18	"2003.x.30"	"2003.xi.15"	NA
"512"	229	18	"2003.xi.15"	"2003.xi.30"	NA
"513"	230	18	"2003.xi.30"	"2003.xii.15"	NA
"514"	231	18	"2003.xii.15"	"2003.xii.30"	NA
"515"	232	18	"2003.xii.30"	"2004.i.15"	NA
"516"	329	18	"2004.i.15"	"2004.ii.15"	NA
"517"	330	18	"2004.ii.15"	"2004.iii.15"	NA
"518"	331	18	"2004.iii.15"	"2004.iii.30"	NA
"519"	332	18	"2004.iii.30"	"2004.iv.10"	NA
"520"	333	18	"2004.iv.10"	"2004.iv.18"	NA
"521"	334	18	"2004.iv.18"	"2004.iv.30"	NA
"522"	335	18	"2004.iv.30"	"2004.v.10"	NA
"523"	336	18	"2004.v.10"	"2004.v.20"	NA
"524"	337	18	"2004.v.20"	"2004.v.30"	NA
"525"	338	18	"2004.v.30"	"2004.vi.10"	NA
"526"	339	18	"2004.vi.10"	"2004.vi.20"	NA
"527"	340	18	"2004.vi.20"	"2004.vi.30"	NA
"528"	341	18	"2004.vi.30"	"2004.vii.10"	NA
"529"	342	18	"2004.vii.10"	"2004.vii.20"	NA
"530"	343	18	"2004.vii.20"	"2004.vii.30"	NA
"531"	344	18	"2004.vii.30"	"2004.viii.10"	NA
"532"	345	18	"2004.viii.10"	"2004.viii.20"	NA
"533"	346	18	"2004.viii.20"	"2004.viii.30"	NA
"534"	729	18	"2004.viii.30"	"2004.ix.10"	NA
"535"	730	18	"2004.ix.10"	"2004.ix.20"	NA
"536"	731	18	"2004.ix.20"	"2004.ix.30"	NA
"537"	732	18	"2004.ix.30"	"2004.x.15"	NA
"538"	733	18	"2004.x.15"	"2004.x.30"	NA
"539"	2107	18	"2004.x.30"	"2004.xi.15"	NA
"540"	5016	18	"2004.xi.15"	"2004.xii.07"	NA
"541"	1024	18	"2004.xii.07"	"2005.ii.12"	NA
"542"	1025	18	"2005.ii.12"	"2005.iv.11"	NA
"543"	1026	18	"2005.iv.11"	"2005.iv.19"	NA
"544"	233	20	"2003.vi.25"	"2003.vii.20"	NA
"545"	234	20	"2003.vii.20"	"2003.viii.12"	NA
"546"	235	20	"2003.viii.12"	"2003.ix.01"	NA
"547"	236	20	"2003.ix.01"	"2003.x.05"	NA
"548"	237	20	"2003.x.05"	"2003.x.26"	NA
"549"	975	20	"2003.x.26"	"2003.xii.16"	NA
"550"	976	20	"2003.xii.16"	"2004.iv.01"	NA
"551"	977	20	"2004.iv.01"	"2004.iv.29"	NA
"552"	978	20	"2004.iv.29"	"2004.v.27"	NA
"553"	979	20	"2004.v.27"	"2004.vi.11"	NA
"554"	980	20	"2004.vi.11"	"2004.vi.26"	NA
"555"	981	20	"2004.vi.26"	"2004.vii.28"	NA
"556"	982	20	"2004.vii.28"	"2004.viii.24"	NA
"557"	983	20	"2004.viii.24"	"2004.x.20"	NA
"558"	984	20	"2004.x.20"	"2004.xi.14"	NA
"559"	1493	20	"2004.xi.14"	"2005.iii.31"	NA
"560"	1494	20	"2005.iii.31"	"2005.v.09"	NA
"561"	1495	20	"2005.v.09"	"2005.vi.03"	NA
"562"	1496	20	"2005.vi.03"	"2005.vi.26"	NA
"563"	1497	20	"2005.vi.26"	"2005.vii.05"	NA
"564"	1498	20	"2005.vii.05"	"2005.viii.02"	NA
"565"	1499	20	"2005.viii.02"	"2005.ix.10"	NA
"566"	1500	20	"2005.ix.10"	"2005.x.31"	NA
"567"	1501	20	"2005.x.31"	"2005.xii.30"	NA
"568"	238	21	"2003.vi.25"	"2003.vii.24"	NA
"569"	239	21	"2003.vii.24"	"2003.viii.01"	NA
"570"	240	21	"2003.viii.01"	"2003.viii.25"	NA
"571"	241	21	"2003.viii.25"	"2003.ix.04"	NA
"572"	242	21	"2003.ix.04"	"2003.x.01"	NA
"573"	243	21	"2003.x.01"	"2003.x.20"	NA
"574"	985	21	"2003.x.20"	"2003.xii.11"	NA
"575"	986	21	"2003.xii.11"	"2004.iii.23"	NA
"576"	987	21	"2004.iii.23"	"2004.iv.14"	NA
"577"	988	21	"2004.iv.14"	"2004.iv.30"	NA
"578"	989	21	"2004.iv.30"	"2004.v.19"	NA
"579"	990	21	"2004.v.19"	"2004.v.27"	NA
"580"	991	21	"2004.v.27"	"2004.vi.07"	NA
"581"	992	21	"2004.vi.07"	"2004.vi.23"	NA
"582"	993	21	"2004.vi.23"	"2004.vii.26"	NA
"583"	994	21	"2004.vii.26"	"2004.viii.20"	NA
"584"	995	21	"2004.viii.20"	"2004.ix.17"	NA
"585"	996	21	"2004.ix.17"	"2004.xi.30"	NA
"586"	997	21	"2004.xi.30"	"2005.i.10"	NA
"587"	1502	21	"2005.i.10"	"2005.iv.07"	NA
"588"	1503	21	"2005.iv.07"	"2005.v.09"	NA
"589"	1504	21	"2005.v.09"	"2005.vi.02"	NA
"590"	1505	21	"2005.vi.02"	"2005.vi.22"	NA
"591"	1506	21	"2005.vi.22"	"2005.vii.01"	NA
"592"	1507	21	"2005.vii.01"	"2005.vii.01"	NA
"593"	1508	21	"2005.viii.01"	"2005.viii.26"	NA
"594"	1509	21	"2005.viii.26"	"2005.x.17"	NA
"595"	2007	21	"2005.x.17"	"2005.xii.31"	NA
"596"	244	22	"2003.vi.25"	"2003.vii.13"	NA
"597"	245	22	"2003.vii.13"	"2003.vii.17"	NA
"598"	246	22	"2003.vii.17"	"2003.viii.07"	NA
"599"	247	22	"2003.viii.07"	"2003.viii.18"	NA
"600"	248	22	"2003.viii.18"	"2003.viii.31"	NA
"601"	249	22	"2003.viii.31"	"2003.ix.12"	NA
"602"	250	22	"2003.ix.12"	"2003.x.08"	NA
"603"	251	22	"2003.x.08"	"2003.xi.04"	NA
"604"	252	22	"2003.xi.04"	"2003.xi.25"	NA
"605"	281	22	"2003.xi.25"	"2003.xii.31"	NA
"606"	771	22	"2003.xii.31"	"2004.ii.01"	NA
"607"	772	22	"2004.ii.01"	"2004.iii.01"	NA
"608"	773	22	"2004.iii.01"	"2004.iii.30"	NA
"609"	774	22	"2004.iii.30"	"2004.v.01"	NA
"610"	775	22	"2004.v.01"	"2004.vi.01"	NA
"611"	776	22	"2004.vi.01"	"2004.vi.23"	NA
"612"	777	22	"2004.vi.23"	"2004.vii.18"	NA
"613"	778	22	"2004.vii.18"	"2004.viii.01"	NA
"614"	779	22	"2004.viii.01"	"2004.viii.23"	NA
"615"	780	22	"2004..viii.23"	"2004.ix.18"	NA
"616"	781	22	"2004.ix.18"	"2004.x.24"	NA
"617"	782	22	"2004.x.24"	"2004.xii.01"	NA
"618"	783	22	"2004.xii.01"	"2005.i.03"	NA
"619"	836	22	"2005.i.03"	"2005.ii.01"	NA
"620"	837	22	"2005.ii.02"	"2005.iii.01"	NA
"621"	838	22	"2005.iii.01"	"2005.iv.01"	NA
"622"	839	22	"2005.iv.01"	"2005.iv.25"	NA
"623"	840	22	"2005.iv.25"	"2005.v.20"	NA
"624"	1312	22	"2005.v.20"	"2005.vi.01"	NA
"625"	1313	22	"2005.vi.01"	"2005.vi.15"	NA
"626"	1314	22	"2005.vi.15"	"2005.vi.29"	NA
"627"	1315	22	"2005.vi.29"	"2005.vii.18"	NA
"628"	1316	22	"2005.vii.18"	"2005.viii.01"	NA
"629"	1363	22	"2005.viii.01"	"2005.viii.19"	NA
"630"	1364	22	"2005.viii.19"	"2005.ix.12"	NA
"631"	1365	22	"2005.ix.12"	"2005.x.03"	NA
"632"	1390	22	"2005.x.03"	"2005.x.29"	NA
"633"	1427	22	"2005.x.29"	"2005.xii.01"	NA
"634"	1457	22	"2005.xii.01"	"2006.i.04"	NA
"635"	1481	22	"2006.i.04"	"2006.iv.04"	NA
"636"	1566	22	"2006.iv.04"	"2006.v.20"	NA
"637"	1725	22	"2006.v.20"	"2006.vi.28"	NA
"638"	1729	22	"2006.vi.28"	"2006.vii.03"	NA
"639"	1730	22	"2006.vii.03"	"2006.vii.20"	NA
"640"	1731	22	"2006.vii.20"	"2006.viii.15"	NA
"641"	1829	22	"2006.viii.15"	"2006.ix.06"	NA
"642"	430	23	"2003.vi.26"	"2003.vii.10"	NA
"643"	431	23	"2003.vii.10"	"2003.vii.24"	NA
"644"	432	23	"2003.vii.24"	"2003.viii.07"	NA
"645"	433	23	"2003.viii.07"	"2003.viii.21"	NA
"646"	434	23	"2003.viii.21"	"2003.ix.04"	NA
"647"	435	23	"2003.ix.04"	"2003.ix.18"	NA
"648"	436	23	"2003.ix.18"	"2003.x.02"	NA
"649"	437	23	"2003.x.02"	"2003.x.16"	NA
"650"	438	23	"2003.x.16"	"2003.x.30"	NA
"651"	439	23	"2003.x.30"	"2003.xi.13"	NA
"652"	440	23	"2003.xi.13"	"2003.xi.27"	NA
"653"	441	23	"2003.xi.27"	"2003.xii.11"	NA
"654"	442	23	"2003.xii.11"	"2004.i.13"	NA
"655"	443	23	"2004.i.13"	"2004.ii.13"	NA
"656"	444	23	"2004.ii.13"	"2004.iii.11"	NA
"657"	445	23	"2004.iii.11"	"2004.iv.08"	NA
"658"	446	23	"2004.iv.08"	"2004.iv.22"	NA
"659"	447	23	"2004.iv.22"	"2004.v.06"	NA
"660"	448	23	"2004.v.06"	"2004.v.20"	NA
"661"	449	23	"2004.v.20"	"2004.vi.03"	NA
"662"	1009	23	"2004.vi.03"	"2004.vi.18"	NA
"663"	1010	23	"2004.vi.18"	"2004.vii.02"	NA
"664"	5000	23	"2004.vii.02"	"2004.vii.15"	NA
"665"	1011	23	"2004.vii.15"	"2004.vii.29"	NA
"666"	1012	23	"2004.vii.29"	"2004.viii.12"	NA
"667"	1013	23	"2004.viii.12"	"2004.viii.27"	NA
"668"	1014	23	"2004.viii.27"	"2004.ix.09"	NA
"669"	1015	23	"2004.ix.09"	"2004.ix.15"	NA
"670"	1016	23	"2004.ix.15"	"2004.ix.23"	NA
"671"	1017	23	"2004.ix.23"	"2004.x.07"	NA
"672"	1018	23	"2004.x.07"	"2004.x.22"	NA
"673"	1019	23	"2004.x.22"	"2004.xi.03"	NA
"674"	1020	23	"2004.xi.03"	"2004.xi.17"	NA
"675"	1021	23	"2004.xi.17"	"2004.xii.02"	NA
"676"	1022	23	"2004.xii.02"	"2004.xii.16"	NA
"677"	1023	23	"2004.xii.16"	"2004.xii.30"	NA
"678"	1307	23	"2004.xii.30"	"2005.i.27"	NA
"679"	1400	23	"2005.i.27"	"2005.ii.26"	NA
"680"	1401	23	"2005.ii.26"	"2005.iii.24"	NA
"681"	1402	23	"2005.iii.24"	"2005.iv.07"	NA
"682"	1403	23	"2005.iv.07"	"2005.iv.21"	NA
"683"	1404	23	"2005.iv.21"	"2005.v.05"	NA
"684"	1405	23	"2005.v.05"	"2005.v.19"	NA
"685"	1406	23	"2005.v.19"	"2005.vi.02"	NA
"686"	1407	23	"2005.vi.02"	"2005.vi.16"	NA
"687"	1408	23	"2005.vi.16"	"2005.vi.30"	NA
"688"	1409	23	"2005.vi.30"	"2005.vii.14"	NA
"689"	1410	23	"2005.vii.14"	"2005.vii.28"	NA
"690"	1411	23	"2005.vii.28"	"2005.viii.11"	NA
"691"	1412	23	"2005.viii.11"	"2005.viii.25"	NA
"692"	1413	23	"2005.viii.25"	"2005.ix.08"	NA
"693"	1414	23	"2005.ix.08"	"2005.ix.22"	NA
"694"	1415	23	"2005.ix.22"	"2005.x.06"	NA
"695"	1416	23	"2005.x.06"	"2005.x.21"	NA
"696"	1476	23	"2005.x.21"	"2005.xi.03"	NA
"697"	1477	23	"2005.xi.03"	"2005.xi.17"	NA
"698"	1478	23	"2005.xi.17"	"2005.xii.01"	NA
"699"	1479	23	"2005.xii.01"	"2005.xii.15"	NA
"700"	1480	23	"2005.xii.15"	"2005.xii.28"	NA
"701"	816	24	"2003.vi.26"	"2003.vii.15"	NA
"702"	817	24	"2003.vii.15"	"2003.viii.01"	NA
"703"	818	24	"2003.viii.01"	"2003.viii.18"	NA
"704"	819	24	"2003.viii.18"	"2003.ix.13"	NA
"705"	820	24	"2003.ix.13"	"2003.xii.10"	NA
"706"	821	24	"2003.xii.10"	"2004.iii.25"	NA
"707"	822	24	"2004.iii.25"	"2004.v.06"	NA
"708"	823	24	"2004.v.06"	"2004.v.19"	NA
"709"	1308	24	"2004.v.19"	"2004.vi.27"	NA
"710"	1309	24	"2004.vi.27"	"2004.vii.22"	NA
"711"	1310	24	"2004.vii.22"	"2004.ix.25"	NA
"712"	1311	24	"2004.ix.25"	"2005.i.19"	NA
"713"	1671	24	"2005.i.19"	"2005.iv.30"	NA
"714"	1672	24	"2005.iv.30"	"2005.v.31"	NA
"715"	1673	24	"2005.v.31"	"2005.vii.20"	NA
"716"	1674	24	"2005.vii.20"	"2005.ix.05"	NA
"717"	2103	24	"2005.ix.05"	"2005.x.30"	NA
"718"	1675	24	"2005.x.30"	"2006.iv.15"	NA
"719"	1676	24	"2006.iv.15"	"2006.v.07"	NA
"720"	450	25	"2003.vi.29"	"2003.vii.22"	NA
"721"	451	25	"2003.vii.22"	"2003.viii.12"	NA
"722"	452	25	"2003.viii.12"	"2003.ix.06"	NA
"723"	453	25	"2003.ix.06"	"2003.x.03"	NA
"724"	454	25	"2003.x.03"	"2003.xi.18"	NA
"725"	455	26	"2003.vii.07"	"2003.vii.16"	NA
"726"	456	26	"2003.vii.16"	"2003.vii.27"	NA
"727"	457	26	"2003.vii.27"	"2003.viii.07"	NA
"728"	458	26	"2003.viii.07"	"2003.viii.23"	NA
"729"	459	26	"2003.viii.23"	"2003.x.03"	NA
"730"	460	26	"2003.x.03"	"2003.x.25"	NA
"731"	461	26	"2003.x.25"	"2003.xii.01"	NA
"732"	462	26	"2003.xii.01"	"2004.i.11"	NA
"733"	463	26	"2004.i.11"	"2004.iii.09"	NA
"734"	464	26	"2004.iii.09"	"2004.iii.24"	NA
"735"	465	26	"2004.iii.24"	"2004.v.11"	NA
"736"	1677	26	"2004.v.11"	"2004.vi.05"	NA
"737"	1678	26	"2004.vi.05"	"2004.vi.16"	NA
"738"	1679	26	"2004.vi.16"	"2004.vii.05"	NA
"739"	1680	26	"2004.vii.05"	"2004.vii.15"	NA
"740"	1681	26	"2004.vii.15"	"2004.vii.28"	NA
"741"	2110	26	"2004.vii.28"	"2004.viii.13"	NA
"742"	1682	26	"2004.viii.13"	"2004.viii.17"	NA
"743"	1683	26	"2004.viii.17"	"2004.viii.26"	NA
"744"	1684	26	"2004.viii.26"	"2004.x.10"	NA
"745"	1685	26	"2004.x.10"	"2004.xi.07"	NA
"746"	1686	26	"2004.xi.07"	"2005.i.17"	NA
"747"	1687	26	"2005.i.17"	"2005.iv.12"	NA
"748"	1688	26	"2005.iv.12"	"2005.v.05"	NA
"749"	1689	26	"2005.v.05"	"2005.v.27"	NA
"750"	1690	26	"2005.v.27"	"2005.vi.26"	NA
"751"	1691	26	"2005.vi.26"	"2005.vii.19"	NA
"752"	1692	26	"2005.vii.19"	"2005.viii.18"	NA
"753"	1693	26	"2005.viii.18"	"2005.ix.12"	NA
"754"	1694	26	"2005.ix.12"	"2005.xi.16"	NA
"755"	1695	26	"2005.xi.16"	"2006.iii.23"	NA
"756"	466	27	"2003.vii.07"	"2003.vii.21"	NA
"757"	467	27	"2003.vii.21"	"2003.viii.04"	NA
"758"	468	27	"2003.viii.04"	"2003.viii.18"	NA
"759"	469	27	"2003.viii.18"	"2003.ix.01"	NA
"760"	470	27	"2003.ix.01"	"2003.ix.15"	NA
"761"	471	27	"2003.ix.15"	"2003.ix.29"	NA
"762"	472	27	"2003.ix.29"	"2003.x.12"	NA
"763"	473	27	"2003.x.12"	"2003.x.27"	NA
"764"	474	27	"2003.x.27"	"2003.xi.10"	NA
"765"	475	27	"2003.xi.10"	"2003.xi.24"	NA
"766"	476	27	"2003.xi.24"	"2004.i.05"	NA
"767"	477	27	"2004.i.05"	"2004.i.25"	NA
"768"	478	27	"2004.i.25"	"2004.ii.09"	NA
"769"	479	27	"2004.ii.09"	"2004.ii.16"	NA
"770"	480	27	"2004.ii.16"	"2004.iii.01"	NA
"771"	481	27	"2004.iii.01"	"2004.iii.15"	NA
"772"	482	27	"2004.iii.15"	"2004.iii.29"	NA
"773"	483	27	"2004.iii.29"	"2004.iv.19"	NA
"774"	484	27	"2004.iv.19"	"2004.v.03"	NA
"775"	485	27	"2004.v.03"	"2004.v.17"	NA
"776"	486	27	"2004.v.17"	"2004.vi.02"	NA
"777"	487	27	"2004.vi.02"	"2004.vi.16"	NA
"778"	1033	27	"2004.vi.16"	"2004.vii.01"	NA
"779"	1034	27	"2004.vii.01"	"2004.vii.20"	NA
"780"	1035	27	"2004.vii.20"	"2004.viii.03"	NA
"781"	1036	27	"2004.viii.03"	"2004.viii.23"	NA
"782"	1037	27	"2004.viii.23"	"2004.ix.06"	NA
"783"	1038	27	"2004.ix.06"	"2004.ix.20"	NA
"784"	1039	27	"2004.ix.20"	"2004.x.04"	NA
"785"	1040	27	"2004.x.04"	"2004.x.18"	NA
"786"	1041	27	"2004.x.18"	"2004.xi.05"	NA
"787"	1042	27	"2004.xi.05"	"2004.xii.20"	NA
"788"	1043	27	"2004.xii.20"	"2005.i.14"	NA
"789"	1044	27	"2005.i.14"	"2005.i.31"	NA
"790"	1045	27	"2005.i.31"	"2005.ii.18"	NA
"791"	1046	27	"2005.ii.18"	"2005.iii.04"	NA
"792"	1696	27	"2005.iii.04"	"2005.iv.04"	NA
"793"	1697	27	"2005.iv.04"	"2005.iv.11"	NA
"794"	1698	27	"2005.iv.11"	"2005.iv.25"	NA
"795"	1699	27	"2005.iv.25"	"2005.v.09"	NA
"796"	1700	27	"2005.v.09"	"2005.v.26"	NA
"797"	1701	27	"2005.v.26"	"2005.vi.13"	NA
"798"	1702	27	"2005.vi.13"	"2005.vi.27"	NA
"799"	1703	27	"2005.vi.27"	"2005.vii.17"	NA
"800"	1704	27	"2005.vii.17"	"2005.viii.08"	NA
"801"	1705	27	"2005.viii.08"	"2005.viii.22"	NA
"802"	1706	27	"2005.viii.22"	"2005.ix.06"	NA
"803"	1707	27	"2005.ix.06"	"2005.ix.21"	NA
"804"	1708	27	"2005.ix.21"	"2005.x.04"	NA
"805"	1709	27	"2005.x.04"	"2005.x.28"	NA
"806"	1710	27	"2005.x.28"	"2005.xi.15"	NA
"807"	1711	27	"2005.xi.15"	"2005.xii.07"	NA
"808"	1712	27	"2005.xii.07"	"2006.i.26"	NA
"809"	1713	27	"2006.i.26"	"2006.iii.07"	NA
"810"	1714	27	"2006.iii.07"	"2006.iv.18"	NA
"811"	1715	27	"2006.iv.18"	"2006.v.11"	NA
"812"	488	28	"2003.vii.08"	"2003.vii.18"	NA
"813"	489	28	"2003.vii.18"	"2003.viii.03"	NA
"814"	490	28	"2003.viii.03"	"2003.viii.17"	NA
"815"	491	28	"2003.viii.17"	"2003.ix.07"	NA
"816"	492	28	"2003.ix.07"	"2003.ix.28"	NA
"817"	493	28	"2003.ix.28"	"2003.x.19"	NA
"818"	494	28	"2003.x.19"	"2003.xii.07"	NA
"819"	495	28	"2003.xii.07"	"2004.iv.15"	NA
"820"	496	28	"2004.iv.15"	"2004.vi.02"	NA
"821"	497	28	"2004.vi.02"	"2004.vi.18"	NA
"822"	498	28	"2004.vi.18"	"2004.vii.05"	NA
"823"	499	28	"2004.vii.05"	"2004.vii.16"	NA
"824"	1458	28	"2004.vii.16"	"2004.viii.02"	NA
"825"	1459	28	"2004.viii.02"	"2004.viii.19"	NA
"826"	1460	28	"2004.viii.19"	"2004.ix.06"	NA
"827"	1461	28	"2004.ix.06"	"2004.ix.21"	NA
"828"	1463	28	"2004.ix.21"	"2005.iv.01"	NA
"829"	1462	28	"2005.iv.01"	"2005.iv.10"	NA
"830"	1464	28	"2005.iv.10"	"2005.vi.06"	NA
"831"	1465	28	"2005.vi.06"	"2005.vii.05"	NA
"832"	1466	28	"2005.vii.05"	"2005.vii.17"	NA
"833"	1467	28	"2005.vii.17"	"2005.viii.09"	NA
"834"	1468	28	"2005.viii.09"	"2005.ix.02"	NA
"835"	1469	28	"2005.ix.02"	"2005.xi.08"	NA
"836"	1470	28	"2005.xi.08"	"2006.i.11"	NA
"837"	253	29	"2003.vii.08"	"2003.vii.13"	NA
"838"	254	29	"2003.vii.13"	"2003.vii.20"	NA
"839"	255	29	"2003.vii.20"	"2003.viii.03"	NA
"840"	256	29	"2003.viii.03"	"2003.viii.21"	NA
"841"	257	29	"2003.viii.21"	"2003.x.16"	NA
"842"	258	29	"2003.x.16"	"2003.xi.24"	NA
"843"	500	29	"2003.xi.24"	"2004.i.18"	NA
"844"	501	29	"2004.i.18"	"2004.vi.12"	NA
"845"	502	29	"2004.vi.12"	"2004.vii.11"	NA
"846"	1047	29	"2004.vii.11"	"2004.vii.30"	NA
"847"	1048	29	"2004.vii.30"	"2004.viii.20"	NA
"848"	1049	29	"2004.viii.20"	"2004.ix.15"	NA
"849"	1050	29	"2004.ix.15"	"2004.x.21"	NA
"850"	1051	29	"2004.x.21"	"2004.xi.25"	NA
"851"	1052	29	"2004.xi.25"	"2005.iii.20"	NA
"852"	1053	29	"2005.iii.20"	"2005.iv.09"	NA
"853"	1391	29	"2005.iv.09"	"2005.v.06"	NA
"854"	1392	29	"2005.v.06"	"2005.v.21"	NA
"855"	1393	29	"2005.v.21"	"2005.vi.04"	NA
"856"	1394	29	"2005.vi.04"	"2005.vi.21"	NA
"857"	1395	29	"2005.vi.21"	"2005.vii.12"	NA
"858"	1396	29	"2005.vii.12"	"2005.viii.15"	NA
"859"	1397	29	"2005.viii.15"	"2005.viii.26"	NA
"860"	1398	29	"2005.viii.26"	"2005.ix.16"	NA
"861"	1399	29	"2005.ix.16"	"2005.x.27"	NA
"862"	1482	29	"2005.x.27"	"2005.xii.12"	NA
"863"	266	30	"2003.vii.09"	"2003.vii.23"	NA
"864"	267	30	"2003.vii.23"	"2003.viii.13"	NA
"865"	1054	30	"2003.viii.13"	"2004.vii.03"	NA
"866"	1055	30	"2004.vii.03"	"2004.viii.19"	NA
"867"	1056	30	"2004.viii.19"	"2004.x.28"	NA
"868"	1716	30	"2004.x.28"	"2005.vi.16"	NA
"869"	1717	30	"2005.vi.16"	"2005.vii.17"	NA
"870"	1718	30	"2005.vii.17"	"2005.ix.08"	NA
"871"	1719	30	"2005.ix.08"	"2006-iv-21"	NA
"872"	503	31	"2003.vii.10"	"2003.vii.24"	NA
"873"	504	31	"2003.vii.24"	"2003.viii.09"	NA
"874"	505	31	"2003.viii.09"	"2003.viii.21"	NA
"875"	506	31	"2003.viii.21"	"2003.ix.05"	NA
"876"	507	31	"2003.ix.05"	"2003.ix.24"	NA
"877"	508	31	"2003.ix.24"	"2003.x.09"	NA
"878"	509	31	"2003.x.09"	"2003.x.28"	NA
"879"	510	31	"2003.x.28"	"2003.xii.02"	NA
"880"	511	31	"2003.xii.02"	"2004.i.08"	NA
"881"	512	31	"2004.i.08"	"2004.ii.10"	NA
"882"	513	31	"2004.ii.10"	"2004.iii.11"	NA
"883"	514	31	"2004.iii.11"	"2004.iv.14"	NA
"884"	515	31	"2004.iv.14"	"2004.v.25"	NA
"885"	1057	31	"2004.v.25"	"2004.vi.09"	NA
"886"	1058	31	"2004.vi.09"	"2004.vi.29"	NA
"887"	1059	31	"2004.vi.29"	"2004.vii.14"	NA
"888"	1060	31	"2004.vii.14"	"2004.vii.30"	NA
"889"	1061	31	"2004.vii.30"	"2004.viii.11"	NA
"890"	1062	31	"2004.viii.11"	"2004.viii.22"	NA
"891"	1063	31	"2004.viii.22"	"2004.ix.23"	NA
"892"	1064	31	"2004.ix.23"	"2004.xi.03"	NA
"893"	2104	31	"2004.xi.03"	"2004.xii.11"	NA
"894"	1065	31	"2004.xii.11"	"2005.i.05"	NA
"895"	1066	31	"2005.i.05"	"2005.i.24"	NA
"896"	1540	31	"2005.i.24"	"2005.iii.03"	NA
"897"	1541	31	"2005.iii.03"	"2005.iii.31"	NA
"898"	1542	31	"2005.iii.31"	"2005.iv.20"	NA
"899"	1543	31	"2005.iv.20"	"2005.v.09"	NA
